,rank_ic
2021-03-22,-0.08268326099913055
2021-03-29,0.015045742063789598
2021-04-06,-0.1805548478953274
2021-04-13,-0.07856269663640195
2021-04-20,-0.11765258029620985
2021-04-27,0.026207231855513165
2021-05-07,-0.10487934079679338
2021-05-14,0.04678614396305646
2021-05-21,0.16098524344175502
2021-05-28,-0.09520341437314028
2021-06-04,-0.17988834593012282
2021-06-11,0.14127914728088872
2021-06-21,-0.08989682334003217
2021-06-28,0.00473510827177848
2021-07-05,0.19241555896921572
2021-07-12,0.05299765107692753
2021-07-19,-0.027006563234663668
2021-07-26,0.038005664363152926
2021-08-02,0.17562978815656113
2021-08-09,-0.21030247025718884
2021-08-16,0.13844519716988513
2021-08-23,-0.00490148396944035
2021-08-30,-0.22049761437609336
2021-09-06,0.0022589276718864917
2021-09-13,-0.0077471749429679285
2021-09-22,-0.38532897649477976
2021-09-29,-0.2814769763246355
2021-10-13,0.223131439513261
2021-10-20,-0.12280826860468398
2021-10-27,0.021729015352287114
2021-11-03,-0.22044065814161984
2021-11-10,0.03222459114031013
2021-11-17,0.04026597127078562
2021-11-24,-0.02833615905756626
2021-12-01,-0.2878900044372941
2021-12-08,0.03743590853569277
2021-12-15,-0.21444898313529392
2021-12-22,-0.23277585424896932
2021-12-29,-0.2009436546233649
2022-01-06,0.06335476976500112
2022-01-13,-0.28196188637491737
2022-01-20,-0.19840438564950552
2022-01-27,-0.03131945019732208
2022-02-10,0.181395417732691
2022-02-17,0.018350264895322165
2022-02-24,-0.023782308694240868
2022-03-03,0.12810438103740285
2022-03-10,0.022705551073083183
2022-03-17,-0.0051384630515861245
2022-03-24,-0.19218578336869097
2022-03-31,-0.11541280131903167
2022-04-11,-0.22283341543112967
2022-04-18,-0.31942099635304677
2022-04-25,-0.0264948725363103
2022-05-05,0.1932875698046054
2022-05-12,0.018012392090267216
2022-05-19,-0.07506107186990772
2022-05-26,-0.10992717984471333
2022-06-02,-0.051914759419587175
2022-06-10,-0.056374490370709636
2022-06-17,-0.05384571837419579
2022-06-24,-0.18718305074030553
2022-07-01,-0.03197385930380619
2022-07-08,0.05488354086044557
2022-07-15,-0.11482725513917556
2022-07-22,0.1712888624408013
2022-07-29,-0.144746358151675
2022-08-05,0.041144115377068274
2022-08-12,-0.11370430716527863
2022-08-19,-0.3303161305933443
2022-08-26,-0.3080340780446112
2022-09-02,-0.10577577798311748
2022-09-09,-0.1097826174608792
2022-09-19,-0.148161756665168
2022-09-26,-0.3328064787020983
2022-10-10,0.15185711101276275
2022-10-17,-0.015358227050619292
2022-10-24,-0.02617659948541052
2022-10-31,0.13055077801071682
2022-11-07,-0.17285759338165446
2022-11-14,-0.20882975954035357
2022-11-21,-0.20999739641271858
2022-11-28,-0.11842373132552153
2022-12-05,0.01411752165527282
2022-12-12,-0.15421721926108325
2022-12-19,-0.09590251674861985
2022-12-26,-0.006392465696699978
2023-01-03,-0.12080916316214256
2023-01-10,-0.24957617843959082
2023-01-17,0.12363344066129105
2023-01-31,-0.0026674569649724417
2023-02-07,-0.07436314542895854
2023-02-14,-0.28220578697048154
2023-02-21,-0.12215285975880714
2023-02-28,-0.19961313585037166
2023-03-07,-0.1736144342235494
2023-03-14,0.06138826067974613
2023-03-21,-0.03017608493593638
2023-03-28,-0.007814457262312061
2023-04-04,-0.14346338957491483
2023-04-12,-0.12451292377722976
2023-04-19,-0.3530974177849184
2023-04-26,-0.11573922528610871
2023-05-08,-0.09836490666250013
2023-05-15,-0.07689417737665018
2023-05-22,0.21550037578890724
2023-05-29,0.035377450245349856
2023-06-05,0.15966981102853603
2023-06-12,0.02560553685294535
2023-06-19,-0.1401867661247112
2023-06-28,-0.06499127897931782
2023-07-05,-0.3038931850982078
2023-07-12,-0.24348633166924202
