date,Q1,Q2,Q3,Q4,Q5,基准(等权全池)
2017-11-21,1.8558329914415372,1.2031095306349495,0.8856213033431034,0.6855436470377564,0.6000688968174123,1.1304652212333621
2017-11-22,1.852929890303723,1.201212861304468,0.8868555732587912,0.6845651189018135,0.6005840837236013,1.1299406087583967
2017-11-23,1.826424315612656,1.1809104116327724,0.8694418624621575,0.6682146951566347,0.5814424617614827,1.105849887773312
2017-11-24,1.8304245607884584,1.1846894487794937,0.8721680021516653,0.6706777237208668,0.5828637634665564,1.1090913011220733
2017-11-27,1.8173813855413004,1.1763150763328538,0.8660957169578047,0.6655052524534836,0.5731940190751682,1.0990064891719342
2017-11-28,1.835369464802727,1.188193042069824,0.8752197608061439,0.6734262793387176,0.5828493532318884,1.1130306383075492
2017-11-29,1.8382462570960354,1.1910182178751088,0.8777562459607167,0.6761718094966152,0.5855707587073783,1.1165009201082323
2017-11-30,1.8368173659911484,1.187906032068657,0.8742929327019319,0.6709513126353936,0.5785177261728712,1.1104491763809068
2017-12-01,1.8512093005524117,1.1957761793502126,0.8797124326528435,0.6762597132913531,0.5823116229386203,1.1182509524586277
2017-12-04,1.830751496251369,1.1830366993374808,0.8714380167813633,0.6704688740661608,0.580070053562882,1.1085170087445737
2017-12-05,1.78253699590929,1.1509872358661288,0.8486089857122296,0.6527389715285746,0.5687212833889181,1.0816971268087023
2017-12-06,1.7954448381968746,1.1581066663146846,0.8536393492463106,0.6586380262169846,0.5726978455243221,1.0893521324907822
2017-12-07,1.7950401685032655,1.1582211307030077,0.8542600475182723,0.6586700250725172,0.5661514928799669,1.0869993408968894
2017-12-08,1.8115034518814632,1.1693950123852803,0.8626960250276398,0.6648755635328927,0.5720287748025642,1.097542576287362
2017-12-11,1.8241829528426659,1.1786538934051782,0.870417406447248,0.672552937538282,0.5805007653484687,1.1085682688982417
2017-12-12,1.8055960115471312,1.1664304547649063,0.861065332901021,0.6652530782354362,0.5740355742147145,1.097698070921871
2017-12-13,1.815902571174622,1.1726999094577202,0.8659446229681264,0.6695842444429742,0.5790252868576102,1.1047133813360577
2017-12-14,1.8169996803881996,1.1733217844178867,0.866710902948404,0.67036624732284,0.5788252273150588,1.1053409473014162
2017-12-15,1.8192597725261916,1.1735529455526301,0.8659711146309014,0.6678630515828043,0.5722251817943523,1.1021233617130182
2017-12-18,1.8106781190204793,1.1692537568780381,0.8627400503389104,0.6642967251410589,0.5694048379957045,1.0971902204026522
2017-12-19,1.8180222700937412,1.1737098947149327,0.865640920247939,0.6670542206774658,0.5745304178612823,1.1035917994217195
2017-12-20,1.800175691456153,1.1607372377952672,0.8572705871529345,0.6608697809011826,0.5695030951490196,1.0928736537955674
2017-12-21,1.7961216519795642,1.15873682120261,0.8576120095590285,0.6610202230050143,0.5748169676070551,1.0941809931304736
2017-12-22,1.794442461124912,1.1574243649560618,0.8570976691198603,0.6605569462380741,0.573900469582678,1.093095004658026
2017-12-25,1.771599036375782,1.1433181100487375,0.8464875511926867,0.6523683546489786,0.5673492456503262,1.0797355029765665
2017-12-26,1.7830937510139344,1.1492409359176916,0.850106500891667,0.6552360612049521,0.5696797645717641,1.086106953046963
2017-12-27,1.7770606510016218,1.1478179974273706,0.847351546149376,0.6519151036276523,0.5641643601546176,1.0811950781141482
2017-12-28,1.781170798188301,1.1519994058578216,0.8508059053077315,0.6528716167944963,0.567582639610389,1.0849919570393578
2017-12-29,1.7949960708324177,1.1614332977538269,0.857103356792275,0.6585934981781484,0.5716390197282483,1.0935121250177118
2018-01-02,1.8109587155831357,1.1722872147678425,0.8654468271784598,0.6662866357313826,0.5815982104524651,1.1059947765123868
2018-01-03,1.8242096939734338,1.1811134377801227,0.8732301467155771,0.6714051814768619,0.5875904831046005,1.11635397373012
2018-01-04,1.8284191578926325,1.1822937564572873,0.8745178954870834,0.6734761048193545,0.5910671041262728,1.119431951129127
2018-01-05,1.8360403253123259,1.1872948856632906,0.8777060105854712,0.6748967304654009,0.5888784628883528,1.121770795920188
2018-01-08,1.832286652461721,1.18721843909023,0.8790498515775644,0.6769131196167003,0.5941992240292905,1.1243390197396599
2018-01-09,1.830907268142157,1.1862033708714848,0.879000806642104,0.6757081853728734,0.5944512333575568,1.1236597278151803
2018-01-10,1.8116088719932226,1.1749335720431888,0.8721360348200156,0.6703056555047436,0.5919713178687541,1.115811097506027
2018-01-11,1.8236777227777092,1.1806405503016217,0.8764205992415358,0.6734387467568673,0.5906234919223241,1.1200130711343501
2018-01-12,1.8199244963462708,1.1785440663621842,0.8741632106621546,0.6712129896466402,0.5873636806086948,1.1166006610855956
2018-01-15,1.7789197253342368,1.1491807179852482,0.8514353991419674,0.6537454658956471,0.5741109391032634,1.0893483740618606
2018-01-16,1.7876601917136032,1.1551542427672659,0.8561752660740812,0.6583038476182326,0.5803458449751574,1.0966494406345793
2018-01-17,1.7885786473574907,1.1534665470935,0.8538507720313111,0.655271110926512,0.5764901820877126,1.0943866929097525
2018-01-18,1.791880427422243,1.1566273674355974,0.8555596679672884,0.6570147572315342,0.5792284137372655,1.097450750452865
2018-01-19,1.79117640593168,1.1564977380719996,0.8537257712672397,0.6563640097886843,0.5781823553866104,1.0962550899007553
2018-01-22,1.801097394609688,1.1639136954129756,0.8588407679151877,0.6626808511286054,0.5855376818738389,1.1050883326149321
2018-01-23,1.8032666998655,1.1656304198025185,0.8608065651361984,0.6636188340273781,0.5890256757230301,1.1078169058567704
2018-01-24,1.8061990162062989,1.1677041776669033,0.8629769392960839,0.6655528076215886,0.5913416985581994,1.1117960077921099
2018-01-25,1.8110157364643868,1.1680372013999212,0.8638011931303484,0.6655892984236256,0.5890309296962464,1.1118075710760733
2018-01-26,1.8059405799258466,1.1660615969858636,0.8629596087157447,0.6651782040567785,0.5899657337135366,1.1108072796756474
2018-01-29,1.786939304233697,1.1526850671051652,0.852367699732844,0.6561214151175351,0.5821153064867347,1.0972134204578676
2018-01-30,1.7884411983145152,1.1543311724036573,0.8515074117607089,0.6555251293090151,0.5785865985391502,1.0959600212705456
2018-01-31,1.7451184899905783,1.124900620874763,0.8302388588704105,0.6403755981934487,0.5693746325971292,1.0720602500355831
2018-02-01,1.66035126365035,1.0717178280392867,0.7894538764019811,0.6133504843361444,0.5532909825461817,1.0258751055520934
2018-02-02,1.638962406998591,1.0598342632403217,0.7837388802307399,0.6116724142632451,0.5591009538692487,1.0210682423764434
2018-02-05,1.630079321793025,1.05434527995122,0.7812239657233834,0.6103976235464191,0.5601497214867418,1.0182069463479733
2018-02-06,1.5441180628060671,1.0010081864112312,0.7400867004982131,0.5793205803906223,0.5325083729775805,0.966026306110335
2018-02-07,1.5524651086439176,1.004040958987801,0.7423692721438219,0.5799871218299825,0.5274288219087366,0.9674925586944605
2018-02-08,1.572888428328346,1.0196819522958696,0.7527288689906045,0.58746987299409,0.5277538768092509,0.9783683582131194
2018-02-09,1.5315449703450823,0.9920834874219722,0.7274129664457477,0.5658069519253365,0.5004614901747627,0.9440135091820068
2018-02-12,1.5677775556658193,1.0169400444135206,0.7461636510204616,0.5807115376877777,0.5120766003052567,0.9674327168647621
2018-02-13,1.5687989877057915,1.020064154939785,0.7496164044859291,0.5836043028146949,0.5168857761288035,0.971829477524108
2018-02-14,1.5746773824026588,1.0230979965851443,0.7523467755309429,0.5847703447876348,0.5209584548844243,0.9766029822613744
2018-02-22,1.5953323385779388,1.0375429115805446,0.7650718518346831,0.5971229369481752,0.5360115761788061,0.9949960248256253
2018-02-23,1.6000909375155612,1.0416756727915144,0.7677444443118404,0.6001979370859183,0.5395004234476207,0.9993974691175798
2018-02-26,1.6298752371603318,1.0619340309302119,0.7829842738415577,0.6134853322822134,0.5518715653216464,1.0199813011960472
2018-02-27,1.6293774997694765,1.0644641080636785,0.7838236988145132,0.6154643677724816,0.5469372377128242,1.0194578524509106
2018-02-28,1.630815207874656,1.0667102590910114,0.7853804360764274,0.6168512590968593,0.5470918289325728,1.0218351195466706
2018-03-01,1.6514495883368971,1.0810261576710383,0.7950428610673178,0.6240937491679976,0.5523931998626942,1.0340571637621248
2018-03-02,1.6517133650449267,1.0801038213791778,0.7934764124103117,0.6219453652670119,0.5473030150577711,1.030887688147136
2018-03-05,1.658575101560981,1.085074370135226,0.7969780438851305,0.624239794819664,0.5472727132392264,1.0343512971008657
2018-03-06,1.6756019316863646,1.0971495162827036,0.8067875655013753,0.6322319117319454,0.5571964814004079,1.047724125288988
2018-03-07,1.6731849877669795,1.0895519962505062,0.7998883735262468,0.6264205526563087,0.5502388681990471,1.0406140782635387
2018-03-08,1.6892719262216185,1.0980025850727735,0.8065882500610003,0.6310239965773187,0.5528848016366649,1.048502815737404
2018-03-09,1.7101661087290823,1.112535321045497,0.8164387995696456,0.6394554107463806,0.5600741128389448,1.0619612886991463
2018-03-12,1.731916617491583,1.1275455300210222,0.8279749696627916,0.6495899276804634,0.569191736926899,1.077352770920977
2018-03-13,1.7287266036025528,1.1284292469481254,0.825024028048756,0.646754348052422,0.5644864395189589,1.0736333025573548
2018-03-14,1.7098958611479116,1.116030489269009,0.8153292171514324,0.6391810974511164,0.5602898703549004,1.0632988452780359
2018-03-15,1.697284023476937,1.1102396995557513,0.8118542797631323,0.6380168992103352,0.5601828682662164,1.0592928219841053
2018-03-16,1.7056958599079288,1.1131765950563361,0.8106376467167145,0.6373861327103653,0.5558307335478037,1.0587308282858165
2018-03-19,1.7096008178165243,1.1134118157853385,0.8102204721489595,0.6378341345593672,0.5539834152522962,1.0585966501779618
2018-03-20,1.7190808374063888,1.1170605054974267,0.8104909547124062,0.638713725607246,0.5540287362794162,1.0608453615010804
2018-03-21,1.719643574390608,1.1136311872997096,0.8076118822439928,0.6343474464441724,0.5488720143170719,1.0571694463858032
2018-03-22,1.7303545961183657,1.118464373708216,0.8088160503383993,0.6330934957609976,0.544671660929889,1.0576827659341663
2018-03-23,1.6426804617824977,1.0634848568022106,0.7690539676745622,0.5985971150979006,0.5132471606964178,1.0024345393877214
2018-03-26,1.6517766361813453,1.0713576891194616,0.7779818698276029,0.6085222076178959,0.5198548079118451,1.0132612428581866
2018-03-27,1.690743817911019,1.097107213304035,0.7957804036733527,0.6230004584065839,0.5318080022355063,1.0370304430034212
2018-03-28,1.6799430472303474,1.0861152372686798,0.7875447070099935,0.6169090517308568,0.5234158477861601,1.0273547655948678
2018-03-29,1.7001945543891335,1.0987140180185306,0.7964774544948121,0.6227385209777004,0.5301104658096498,1.0391162185263347
2018-03-30,1.7179540784476761,1.1090674667433893,0.8046280420989496,0.6302979456961291,0.5367187452097063,1.0504857604027575
2018-04-02,1.72696948793568,1.1114509985031538,0.807366727724455,0.6324325214711083,0.5388371279404075,1.0542965506068178
2018-04-03,1.7135698109233541,1.1005409324775473,0.8005116371170623,0.6255078067830625,0.5330063962386431,1.0442106947773224
2018-04-04,1.7095945520310778,1.095751482853693,0.7959848317296303,0.6222076596525761,0.5298307772680525,1.0403844603959809
2018-04-09,1.7098110405333806,1.095269054480979,0.7959744635917736,0.6229995598620219,0.5304894863226018,1.0408400256864978
2018-04-10,1.7170453404308224,1.1009854483558927,0.7999208365840427,0.6251565734525272,0.534314610083477,1.0460617579394162
2018-04-11,1.7297669758106662,1.10772864379247,0.8043507055525673,0.6284653484179931,0.5367421376073118,1.0521096516450468
2018-04-12,1.7238895848325433,1.1018710180262798,0.7992093311419399,0.6242067312525945,0.5323311521849293,1.0457818614224073
2018-04-13,1.7169367681843384,1.0967751829467838,0.7967645132824239,0.6207724729180818,0.5298729607250716,1.042252909860249
2018-04-16,1.6988624574113371,1.084337185367052,0.789577710756396,0.6181859946292693,0.5281015306607266,1.0342489830971449
2018-04-17,1.6729767255467565,1.064501288992989,0.7731379506427234,0.6059581111037928,0.5158212036257626,1.014104885345554
2018-04-18,1.6845795130174097,1.0722679645644915,0.7803298342641655,0.6109942549056236,0.5219394006545999,1.0229693399984732
2018-04-19,1.690103621712827,1.0767032944990667,0.7840970506094371,0.614633375177307,0.5271151952431151,1.0287216754869581
2018-04-20,1.6582425877986846,1.0536686909694677,0.7664207275114422,0.5998706700641351,0.5148476529643905,1.007059981913883
2018-04-23,1.650833870487593,1.0493268544151895,0.7609596261449171,0.5952341879492421,0.5085335541337875,0.9998669740222644
2018-04-24,1.6793696848821542,1.067593275939813,0.7752181171330271,0.6074362336910677,0.5219938212989939,1.0199458691676933
2018-04-25,1.6853264483623656,1.0703972860141393,0.7775376845778351,0.610029133642396,0.5222744802252733,1.0227952617109195
2018-04-26,1.6557171783241633,1.0535419571984526,0.7636172774926812,0.5975968231823462,0.5110458798332729,1.003750308563701
2018-04-27,1.6581462334554045,1.0571239112617148,0.7643461161129809,0.5985902828932638,0.5105389502242672,1.0060605815995403
2018-05-02,1.6565449976224553,1.0547207084736825,0.7630449724202807,0.5966592363969005,0.5085010725882256,1.003614013588537
2018-05-03,1.67010595818485,1.063589347152055,0.7703692376070765,0.6020323697457689,0.5133999389785723,1.0126129335801906
2018-05-04,1.6721310913433505,1.0646185349884176,0.7698298545293786,0.6008784861582437,0.5123385761583644,1.0121059083210673
2018-05-07,1.6964934751811889,1.079589672415634,0.7828466126144595,0.6113650633276976,0.5225727606118845,1.028901087636607
2018-05-08,1.708739413666497,1.0855152760935158,0.787855369151735,0.6145099490417065,0.5266282315229122,1.036532215537861
2018-05-09,1.7152910049806254,1.0869111786430465,0.7880630052961333,0.6135696612739322,0.5248643364526755,1.0366369386192225
2018-05-10,1.7302865386102277,1.0944971922832185,0.7938673690468456,0.6155509954301666,0.5265302976725525,1.04275187740279
2018-05-11,1.715924619444994,1.0842546579005723,0.7874816880346931,0.6114315079524061,0.5212564597679756,1.0339066217451378
2018-05-14,1.7029951182771856,1.076381426930812,0.7833212253125649,0.6074180798802726,0.5208584421903686,1.028240734288503
2018-05-15,1.7174003211058622,1.0834725692612712,0.7872274603880188,0.6127118163805086,0.5262972452851442,1.0374323222717194
2018-05-16,1.7118861990439926,1.0799998909422663,0.7847039492244099,0.6110514348636537,0.5244987320179092,1.0341646653250487
2018-05-17,1.7066417030674939,1.0801982619578254,0.7828490681377677,0.6079897902340344,0.5211827976212615,1.0307362724447824
2018-05-18,1.7194312656195803,1.0890981950526837,0.7873023109178202,0.6112059007693323,0.5235765126754685,1.0371901568170392
2018-05-21,1.7397946053641589,1.1016485927672046,0.7960258410938742,0.6183046437212341,0.5297731631967152,1.0492002346267786
2018-05-22,1.7440483538644862,1.1038881422572564,0.7971435392583315,0.6191795950583993,0.5304310372514267,1.0521548336570894
2018-05-23,1.7282020908754374,1.0917139702454395,0.7886513595013626,0.6121989835385937,0.5221786928444347,1.0400337726280795
2018-05-24,1.7243319817730105,1.088121767986325,0.7888306626130913,0.6099640530724478,0.5210151983630782,1.037709199649804
2018-05-25,1.7092380348480718,1.079831352286805,0.7827103353395692,0.6047690838067659,0.515742179378703,1.0288324186650368
2018-05-28,1.6927524853211606,1.0702501975825456,0.776995354766386,0.6008326446213138,0.5144584200773895,1.0216688543449424
2018-05-29,1.6836435684656774,1.0635728410770977,0.7704286314346158,0.595595556566601,0.5087811054822154,1.014552096042534
2018-05-30,1.6275185135231807,1.0240403617566745,0.7415468685419244,0.5744708815623012,0.4946989907948416,0.9798261712163051
2018-05-31,1.6539918933261608,1.0393284601417843,0.7546417185681225,0.5851649969273675,0.5039131738818312,0.996697906807285
2018-06-01,1.6462359381611276,1.0320503904164775,0.750952168792896,0.5803050422823745,0.49659442014098065,0.9888419036177223
2018-06-04,1.645008047752471,1.0287313836731116,0.7491229762276597,0.5786939415373394,0.496969441371359,0.9871769396969682
2018-06-05,1.6578163048453387,1.038121085791836,0.7564466215608388,0.5876509229177113,0.5060781908660108,1.0002434759386651
2018-06-06,1.6591233484598398,1.0390670966298046,0.756926041484276,0.5890786278910272,0.5067943446832404,1.001478987113088
2018-06-07,1.6486325577719076,1.031273767600003,0.7510532366627717,0.5851387786615043,0.5046373144821059,0.9949646079472013
2018-06-08,1.6250911337521066,1.01526914236942,0.7399890470195027,0.5777747007450436,0.49924193340029044,0.9814719524539902
2018-06-11,1.6152796725074197,1.0095393504560457,0.7353317217286567,0.5734406051431183,0.4954693311142035,0.9749877484277581
2018-06-12,1.6233569983181182,1.0141562579342438,0.7392143377769494,0.5776310194196985,0.5018894393058584,0.9827325447826911
2018-06-13,1.5990272908718086,0.9964778891497644,0.7261411529270209,0.5677735592328113,0.49454164403782525,0.9666531306583438
2018-06-14,1.5909563229242643,0.9931383257658385,0.7232359134424764,0.5647663572197607,0.49275351440785436,0.9625328813865135
2018-06-15,1.5558906216795976,0.9723503447046642,0.708049468845547,0.5511368908762809,0.48381658686448636,0.942081020833173
2018-06-19,1.434900578207165,0.8959112615158475,0.655023461482584,0.5131925308054529,0.4563772344220248,0.874848971545497
2018-06-20,1.4459491032017882,0.9033097310846592,0.6578320726909781,0.5170814724358999,0.4633183689011665,0.8831884183453692
2018-06-21,1.4111266409128462,0.878429547614111,0.6406910967736281,0.5041240286116263,0.4549446494206608,0.8618496924430252
2018-06-22,1.4300369280830771,0.891656187733559,0.6486086205433228,0.5124171885845388,0.4614527098854326,0.8741853202928485
2018-06-25,1.4272092894734383,0.890367010190837,0.6446856239999723,0.5102729230940923,0.4570965573367212,0.870145779939027
2018-06-26,1.4403651211264819,0.8990265145322063,0.6493940279012473,0.5140063982188589,0.4574115775042655,0.8761054150162579
2018-06-27,1.436443196919137,0.8941694739683758,0.6454700782589089,0.5092179490122668,0.44948121262833735,0.869822535165407
2018-06-28,1.4286969502944975,0.8855304838188901,0.6394933026481294,0.5014691117000051,0.4431573589239236,0.8604988289403431
2018-06-29,1.4625352312575903,0.9071743075587849,0.656841959341841,0.5172821288389117,0.45790479992384164,0.8846046354662306
2018-07-02,1.4476289938042501,0.8954658321846978,0.6468823077541592,0.5094062958846683,0.44966464470073736,0.871958091647373
2018-07-03,1.4684086252556632,0.9084220453311327,0.6559050972344471,0.5161686378117348,0.4533957843602051,0.8831778240788056
2018-07-04,1.445725896346329,0.8961873778132888,0.6456135481252324,0.5075722322153111,0.4460560411237646,0.8702668942502891
2018-07-05,1.4142884006132483,0.8719674880934855,0.626614594238264,0.4923527756788804,0.4345170677659953,0.8469346820311014
2018-07-06,1.4182599708559205,0.8741807608941861,0.6286627577237742,0.493849797810243,0.4369522372836826,0.8498582844975187
2018-07-09,1.442391859546702,0.8904145808269852,0.6404466069613324,0.5058567865544917,0.4496186880905552,0.8681525022600725
2018-07-10,1.4505417161288359,0.8969040557250197,0.6457938178177554,0.510144056289423,0.4531043882573634,0.8746663219328791
2018-07-11,1.416118956424585,0.8739434964130187,0.6277516817185729,0.49687166532162935,0.4428043879642264,0.8533509223325176
2018-07-12,1.447506253256095,0.894357862202786,0.6446351733007452,0.5103148102157177,0.45547422136203664,0.8752113195517658
2018-07-13,1.4554157757108481,0.8975511588261819,0.647603474893908,0.5128507144819378,0.45699484315384914,0.8790530156576163
2018-07-16,1.4550450528836896,0.8978897254601933,0.6487002013270888,0.5130577174545577,0.45668384489611147,0.8793229856236225
2018-07-17,1.4608887026871276,0.901553807722447,0.650299729165076,0.5143688481232461,0.4561256710069343,0.8814142711454722
2018-07-18,1.4634929540340151,0.9005144511373059,0.6491821792475703,0.5121723815834479,0.45158799891698526,0.8794881568132634
2018-07-19,1.4477497110976314,0.8902665602735015,0.641849760706211,0.5057015027261161,0.4477828855550524,0.8699032205605082
2018-07-20,1.4649965433679601,0.9009999775477489,0.6502476256570474,0.5117974468617351,0.4534718100291337,0.8806570615270024
2018-07-23,1.4785187537014652,0.9103678001927428,0.6570205454361921,0.5172171665778429,0.45724896454554864,0.8892806016824565
2018-07-24,1.5087200160927612,0.9296614609421012,0.6703719738156406,0.5277328996864824,0.46575259171322025,0.9072208664575379
2018-07-25,1.51341972433271,0.9310849013092599,0.6730922409477279,0.5269629890535122,0.4665669763723434,0.9097462731778155
2018-07-26,1.5296786274997258,0.9390299314748604,0.6757339394787306,0.5264144137087479,0.46171996891230893,0.9118869006212434
2018-07-27,1.5280889908210125,0.9381533483967828,0.6743043496006642,0.52294285741766,0.4580187541225837,0.9084766145231439
2018-07-30,1.5088228355536846,0.9285114377499063,0.6661492912017428,0.5147496598514194,0.4524896206165421,0.8970812352576019
2018-07-31,1.5195670633892926,0.9307580447814395,0.6659584493794772,0.5162382074909835,0.45209600305336334,0.899103993166696
2018-08-01,1.498687203935297,0.9194474476152573,0.6541048972084758,0.5048281274198023,0.4429297515728466,0.8846839079430543
2018-08-02,1.459302864629002,0.8950354905622177,0.6350567941480584,0.49152163106825536,0.4336334719403997,0.8618069108966148
2018-08-03,1.4554041437482905,0.8908122543801955,0.6318102681775538,0.4868305111281993,0.4244818639631695,0.8543682135780415
2018-08-06,1.4365345711430217,0.8767852523361737,0.6198415581062175,0.4759752620589931,0.4145669359475781,0.8384241792599448
2018-08-07,1.4672366078002443,0.8992300470998489,0.6370890040687669,0.4898697669431445,0.42815307151143084,0.8613567849351236
2018-08-08,1.4557133517312364,0.8886101152354515,0.630615763600116,0.481960941548697,0.42016345667103294,0.8511716643355383
2018-08-09,1.4810952745253554,0.9038824405583245,0.6430590610306272,0.4918119215636345,0.4307134874735348,0.8681796519050627
2018-08-10,1.4869799601879057,0.9073951208066441,0.646347063342523,0.49552404247520926,0.433161184457585,0.8727291528964441
2018-08-13,1.4852595427109632,0.9067917377741076,0.6468396477461131,0.49625297114850064,0.4348157746932596,0.8734680296198796
2018-08-14,1.4861958335206038,0.9085340295653476,0.6471053556274118,0.4956874440588836,0.4336359784301011,0.8733118177065188
2018-08-15,1.4639712559433298,0.892663749833665,0.6339754767949043,0.48494500507652505,0.4235317827400282,0.8571281385127615
2018-08-16,1.4542943287880354,0.8856023770923878,0.6287070001905816,0.47913442230591663,0.41763408054279355,0.8487728529580616
2018-08-17,1.4328012663822427,0.8713749942702557,0.6183025192882248,0.46938217776298263,0.409478837839981,0.8339578539990725
2018-08-20,1.436622637763357,0.8739063545992715,0.6207647864859464,0.4716815189706828,0.4127912737474464,0.8377183788124568
2018-08-21,1.4494583458621622,0.8817654310150153,0.6270454269665087,0.4774949476160591,0.419606011267876,0.8472491008458156
2018-08-22,1.4333087865248508,0.8729468810838411,0.6201061613164954,0.4716567438351696,0.41465630449039387,0.838560987802103
2018-08-23,1.4395717704152748,0.875447286334906,0.6228989093544252,0.4739036803244438,0.41697547496835163,0.8422669172009761
2018-08-24,1.4376850968471788,0.8749373039811796,0.620928639027155,0.47317259841004844,0.41552911833993844,0.8405707278419022
2018-08-27,1.4592658930246203,0.8882791268488155,0.6320009691611262,0.48305586199544964,0.42685061181791095,0.8567488542380506
2018-08-28,1.4616059345192471,0.8898771715209332,0.633182384438149,0.4836641662239304,0.4274033862827102,0.8580897892667458
2018-08-29,1.455337402339383,0.8850469454055758,0.629405361004701,0.4801126027703969,0.4243089489421354,0.8537600079631655
2018-08-30,1.4402025473668758,0.8742961833694344,0.620438123938025,0.4717133812350015,0.4171680100098654,0.8416169739834347
2018-08-31,1.429691530216485,0.8665569321996555,0.6147597033049861,0.4663358275626122,0.4129136230163798,0.8337229241015706
2018-09-03,1.4241129215188986,0.8651877679362688,0.6135616108833588,0.46674090082092184,0.4138474528592351,0.8330058413423629
2018-09-04,1.4380071933000098,0.8737912060915426,0.6203173846973336,0.47356105238916846,0.4191926983311443,0.8427083803288894
2018-09-05,1.4228705108137658,0.8624656454473153,0.6118516672801952,0.46628729247574374,0.41157844708599556,0.8316241675486299
2018-09-06,1.4178993078956605,0.8586910656280787,0.6087961511063102,0.4636197474000709,0.4086945337739723,0.8273674968376225
2018-09-07,1.4225374414114453,0.8625502424269386,0.6110848790086572,0.4661150701402343,0.4102917228596184,0.8308114357267642
2018-09-10,1.3995861237915037,0.8488383244808962,0.6016640261637444,0.4581338404966332,0.4020552362430624,0.8167457521124274
2018-09-11,1.401006864491874,0.8504744887443313,0.6020360365351876,0.458792021818827,0.4014114019782468,0.8172998412018805
2018-09-12,1.4035312679684202,0.851737289367461,0.6020406911429178,0.4587487331732963,0.39916260039765783,0.8176327948126919
2018-09-13,1.4151024012646138,0.8591130322181265,0.6077005045944611,0.4630673676918199,0.4021203084523991,0.8246851971548886
2018-09-14,1.4091214686330815,0.8560131965918761,0.6044406863104701,0.4599251360293276,0.39704246718399994,0.8193052941172444
2018-09-17,1.3901854671173528,0.8441833093797403,0.5951767777984192,0.45228376777462637,0.39059501295539445,0.8069441330392012
2018-09-18,1.4085193400165785,0.8559706458672366,0.6050394530603631,0.4607228323740914,0.4001937009769311,0.8209785110338831
2018-09-19,1.4203240975431979,0.8633577803711516,0.6109769712842282,0.46605995609568157,0.405764880413067,0.8303296810123537
2018-09-20,1.4186594298241961,0.8625503972989936,0.6106974782282955,0.4661235594566883,0.40538276898197095,0.8297698783195981
2018-09-21,1.435194819467152,0.8727302234251817,0.6187139461292466,0.47251001296458073,0.4125670447459863,0.8410553442791212
2018-09-25,1.4316588741558471,0.8694810343450992,0.615908817029421,0.4704340414069436,0.4114141741564933,0.8380433528464815
2018-09-26,1.434901585401799,0.8717014354369472,0.6170131903995553,0.4724320873632441,0.4151299223996084,0.8413765817780798
2018-09-27,1.4145041587664546,0.8567673407683046,0.606210897837343,0.46399292620171834,0.409884923263187,0.828826346179499
2018-09-28,1.4262313166770706,0.8641390787796228,0.6122277026132078,0.4692055360231853,0.41323040254956594,0.8364871602829448
2018-10-08,1.3879543704531112,0.8414594354722646,0.5937462177564159,0.45431506146884065,0.39686996093787935,0.8106231278527013
2018-10-09,1.3920628021378385,0.8429885778607598,0.5955161793142635,0.4554718377692521,0.397323840433642,0.8124789183793715
2018-10-10,1.3962914899848808,0.8454946291047325,0.5961418346603425,0.4561337603427787,0.3964842833579355,0.8135191951264598
2018-10-11,1.2879390432708677,0.7804169962205354,0.5479598669628608,0.42068910918291647,0.3706174509100149,0.7527115678887166
2018-10-12,1.27297349050351,0.7684531581336377,0.539727858988897,0.41649928910924605,0.3719555668189186,0.7454388088186321
2018-10-15,1.2581759810068192,0.7596079787225333,0.5314820425065762,0.4096799538228169,0.3650710292940017,0.7345116945947574
2018-10-16,1.2372806479546694,0.7463571941167539,0.5201782515292576,0.40109816853472885,0.3577679641281661,0.7203696875600664
2018-10-17,1.2474109690827777,0.754181186196867,0.5259156818301657,0.40447980338913764,0.3596575436204676,0.7266236141565587
2018-10-18,1.2127999053178105,0.7310789318233748,0.5094442134472079,0.39063367285577955,0.34577967602950294,0.7036712723602793
2018-10-19,1.232243452997197,0.7438891566125416,0.5195698352300427,0.3997142625903173,0.3543931899642453,0.71796667171513
2018-10-22,1.291858917197434,0.778998678413588,0.5451058331926086,0.4212028734205645,0.37314311300216124,0.7540643471855383
2018-10-23,1.2805731416970974,0.7705982430783413,0.5374017890154161,0.415700639603329,0.36668467926081444,0.7444099790907033
2018-10-24,1.2885222954347382,0.7742764591188461,0.5396912965372683,0.41705108377058414,0.36581017418362194,0.7468086236941812
2018-10-25,1.283703314552799,0.7696905580969343,0.5369928921994731,0.41563751166262036,0.3638714915490953,0.743974867089826
2018-10-26,1.3005974872422734,0.7790576773161062,0.5402946862699519,0.416604424428189,0.362416403873065,0.7484090651368338
2018-10-29,1.2870888865386956,0.7707042522036747,0.532701721504336,0.4093432394261126,0.3543623323176951,0.7372097668624505
2018-10-30,1.3036294995960616,0.7797284693151272,0.5390351239269716,0.4156603098433386,0.3578465278307362,0.7463083659834154
2018-10-31,1.3242883022496004,0.7906859915635028,0.5474676797507534,0.4224260812280343,0.36347742272410377,0.7578847717792552
2018-11-01,1.3264415800396008,0.7918344415513141,0.5499180621864233,0.42470424058354894,0.36594331541377473,0.7615790033442843
2018-11-02,1.3564971492463223,0.8110380756411334,0.564598440246823,0.43712648483709343,0.37818790654500267,0.7823420788145329
