date,pre_nav,post_nav,月涨幅%,买入额,卖出额,换手率%,费用,分红入账,期末现金,期末持仓,较本金盈亏
2024-01-02,600000.0,598358.9639949973,,215917.88,0.0,17.993156666666668,1641.5299999999988,0.0,382441.07988795824,215917.88410703908,-1641.0360050026793
2024-02-01,562370.9942647225,560450.7309576963,-6.335366446957402,158951.56,64799.23,19.893521561557883,1920.5700000000008,0.0,286375.569473497,274075.16148419934,-39549.26904230367
2024-03-01,557892.0847579034,556655.6079528234,-0.6771555098853854,72416.57,70710.34,12.82747272369976,1236.63,0.0,283432.86104162794,273222.74691119546,-43344.3920471766
2024-04-01,587528.9973556394,586036.3510313873,5.278082652686389,84357.41,104610.26,16.08156115276939,1492.89,0.0,302200.2644742568,283836.08655713056,-13963.648968612659
2024-05-06,577030.7710867974,575339.0432835486,-1.8253659058882987,107205.97,96938.7,17.689236019034798,1692.1500000000008,0.0,290251.23810411256,285087.805179436,-24660.956716451445
2024-06-03,555310.79105342,553845.0898143083,-3.735876040424946,85579.42,77848.91,14.715032791815355,1465.9400000000007,0.0,281554.6391575279,272290.45065678045,-46154.91018569167
2024-07-01,532952.2376658433,531479.5213856653,-4.038235391080514,95573.73999999999,61393.0,14.726154513157036,1473.0900000000013,0.0,247230.64959405168,284248.87179161364,-68520.47861433472
2024-08-01,541992.5236594687,540303.1866328255,1.6602079463297725,89550.81999999999,106525.01999999999,18.088426633278935,1689.7200000000003,0.0,262931.3324501297,277371.85418269585,-59696.81336717447
2024-09-02,533268.0911361148,531686.2352525161,-1.5948363055214076,95895.55,83111.24,16.783939727073335,1582.3400000000008,0.0,248602.68548718453,283083.54976533155,-68313.76474748389
2024-10-08,615461.3734297309,612912.9775417224,15.277194876152645,174841.0,183774.12,29.13384458244512,2548.3100000000004,0.0,255088.25352873828,357824.7240129841,12912.977541722357
2024-11-01,616349.6488645113,614084.3564238223,0.1911166715376389,121270.0,182674.0,24.65678373955027,2265.2800000000007,0.0,314265.8704367758,299818.48598704656,14084.356423822348
2024-12-02,652001.5321611199,650426.307811734,5.918071517006629,70018.98999999999,146515.26,16.605348248360478,1575.25,0.0,389206.7848925112,261219.52291922283,50426.307811734034
2025-01-02,630900.6566286882,629376.551886488,-3.236301433757338,112286.0,79379.54,15.18983519720786,1524.4199999999992,0.0,354834.7079953769,274541.8438911111,29376.551886487985
2025-02-05,634279.0185046457,632909.3615723061,0.5613189235011973,93188.94,81563.0,13.775636187051335,1369.9100000000008,0.0,341942.473040012,290966.88853229414,32909.36157230614
2025-03-03,646389.137982663,644984.8957811224,1.907940527031804,91188.0,92810.11,14.232766238480252,1404.4099999999996,0.0,342178.2869718813,302806.6088092411,44984.89578112238
2025-04-01,650787.2644169921,649335.316092479,0.6744995642243623,86457.93,102685.0,14.531855518826397,1452.1999999999998,0.0,356995.83283015736,292339.4832623217,49335.31609247904
2025-05-06,658542.555430432,656878.0059448441,1.1616016664171225,115625.0,109430.71,17.087408258142155,1664.7200000000018,0.0,349136.99743261375,307741.00851223036,56878.0059448441
2025-06-03,680848.0571379596,679236.6312608664,3.403771341660611,109444.0,117495.23999999999,16.665924035530843,1611.5600000000009,0.0,356095.6306180327,323141.0006428337,79236.63126086642
2025-07-01,698137.1194938847,696484.0632714558,2.5392376112832737,108075.66,126797.0,16.821384613546346,1653.0300000000009,0.0,374271.3992647159,322212.6640067399,96484.06327145582
2025-08-01,713898.2286613378,712394.3589514992,2.2843732569143294,90665.0,125356.0,15.129677545570505,1503.739999999999,0.0,407927.7896644485,304466.56928705075,112394.35895149922
2025-09-01,724321.2140388456,722922.0637790815,1.4777917168065313,93291.0,111085.0,14.108105357041168,1399.1599999999996,0.0,424535.09988595895,298386.9638931225,122922.06377908145
2025-10-09,722980.4401499865,721482.3371784756,-0.19915377780554966,109211.38,103579.0,14.716192042197946,1498.1199999999997,0.0,417561.1964367817,303921.14074169385,121482.33717847557
2025-11-03,743287.4752724593,742009.3898078661,2.8451219900498703,84993.0,101863.7,12.56961177312357,1278.0700000000008,0.0,433253.31207523146,308756.0777326346,142009.38980786607
2025-12-01,746139.344212111,744692.3538122278,0.3615808696243672,99003.0,115669.59,14.385556241286569,1446.9399999999996,0.0,448536.8859422406,296155.46786998725,144692.35381222784
2026-01-05,745285.2688240791,743887.7118436511,-0.10805025249118749,113048.0,95450.0,13.987798278166084,1397.5900000000004,0.0,429605.5362850799,314282.17555857124,143887.71184365114
2026-02-02,757763.8263884397,756298.2205451702,1.6683309192943696,104521.0,113322.95,14.374132309684201,1465.4700000000007,0.0,436994.30020400364,319303.9203411666,156298.22054517025
