date,code,shares,close,value
2026-09-01,sh.601999,1600,6.39,10224.0
2026-09-01,sh.605296,300,33.3,9990.0
2026-09-01,sh.601827,1200,8.21,9852.0
2026-09-01,sz.002264,1400,6.98,9772.0
2026-09-01,sz.002348,900,11.19,10071.0
2026-09-01,sh.601059,600,17.09,10254.0
2026-09-01,sh.603190,600,17.03,10218.0
2026-09-01,sh.601388,2900,3.51,10179.0
2026-09-01,sz.000089,1500,6.65,9975.0
2026-09-01,sz.002213,300,29.39,8817.0
2026-09-01,sz.003030,400,23.88,9552.0
2026-09-01,sh.601333,3300,3.12,10296.0
2026-09-01,sz.002817,1500,6.88,10320.0
2026-09-01,sz.000717,4400,2.35,10340.0
2026-09-01,sz.000719,800,12.12,9696.0
2026-09-01,sz.000848,1200,8.42,10104.0
2026-09-01,sh.603399,700,14.89,10423.0
2026-09-01,sh.600135,1300,7.6,9880.0
2026-09-01,sh.603669,1900,5.38,10222.0
2026-09-01,sh.605098,100,56.264,5626.39
2026-09-01,sh.603050,500,18.08,9040.0
2026-09-01,sh.605116,500,20.08,10040.0
2026-09-01,sh.603311,300,26.9,8070.0
2026-09-01,sh.600094,2600,3.97,10322.0
2026-09-01,sh.605151,500,19.24,9620.0
2026-09-01,sh.600510,1400,7.0,9800.0
2026-09-01,sz.002811,700,13.81,9667.0
2026-09-01,sz.002216,800,11.96,9568.0
2026-09-01,sh.603045,100,56.35,5635.0
2026-09-01,sz.002322,800,12.9,10320.0
2026-09-01,sh.603356,500,17.42,8710.0
2026-09-01,sh.605028,400,24.57,9828.0
2026-09-01,sz.001223,200,39.34,7868.0
2026-09-01,sz.002452,800,11.63,9304.0
2026-09-01,sz.000090,2900,3.54,10266.0
2026-09-01,sh.600228,1100,9.14,10054.0
2026-09-01,sh.601163,800,12.48,9984.0
2026-09-01,sh.603282,600,17.32,10392.0
2026-09-01,sz.002232,700,14.68,10276.0
2026-09-01,sz.000905,1100,8.785,9663.71
2026-09-01,sz.002810,400,21.72,8688.0
2026-09-01,sz.002647,800,11.79,9432.0
2026-09-01,sz.002859,100,63.22,6322.0
2026-09-01,sh.605369,600,16.7,10020.0
2026-09-01,sh.603727,500,18.4,9200.0
2026-09-01,sz.002492,1700,6.06,10302.0
2026-09-01,sz.002016,2200,4.72,10384.0
2026-09-01,sz.002795,1400,7.4,10360.0
2026-09-01,sz.002788,900,11.04,9936.0
2026-09-01,sh.600234,400,21.21,8484.0
2026-09-01,sh.600322,3700,2.75,10175.0
2026-09-01,sh.603836,1000,9.5,9500.0
2026-09-01,sh.601319,1300,7.91,10283.0
2026-09-01,sh.605186,300,26.64,7992.0
2026-09-01,sz.000593,400,22.43,8972.0
2026-09-01,sh.603903,700,14.08,9856.0
2026-09-01,sz.000839,3700,2.82,10434.0
2026-09-01,sh.601512,1200,8.37,10044.0
2026-09-01,sh.603877,800,12.9,10320.0
2026-09-01,sz.001215,300,30.75,9225.0
2026-09-01,sz.000929,1100,9.48,10428.0
2026-09-01,sz.002316,2200,4.6,10120.0
2026-09-01,sh.600648,1100,9.22,10142.0
2026-09-01,sh.600846,800,11.96,9568.0
2026-09-01,sz.001226,200,48.18,9636.0
2026-09-01,sh.603808,1100,8.89,9779.0
2026-09-01,sh.600780,1600,6.4,10240.0
2026-09-01,sh.600573,1000,10.17,10170.0
2026-09-01,sz.002461,1100,8.85,9735.0
2026-09-01,sz.002848,700,13.99,9793.0
2026-09-01,sh.603073,600,17.26,10356.0
2026-09-01,sh.603861,800,11.65,9320.0
2026-09-01,sh.603778,1000,9.77,9770.0
2026-09-01,sh.600679,1000,10.2,10200.0
2026-09-01,sz.002346,500,19.85,9925.0
2026-09-01,sz.001337,100,53.58,5358.0
2026-09-01,sz.002778,600,16.6,9960.0
2026-09-01,sh.601011,3300,3.11,10263.0
2026-09-01,sh.603558,800,12.14,9712.0
2026-09-01,sz.001359,100,86.07,8607.0
2026-09-01,sh.601101,700,14.6,10220.0
2026-09-01,sz.000755,2100,4.91,10311.0
2026-09-01,sz.002890,600,15.3,9180.0
2026-09-01,sh.603551,1000,9.51,9510.0
2026-09-01,sz.002970,200,48.16,9632.0
2026-09-01,sh.600661,1100,9.1,10010.0
2026-09-01,sh.600556,2000,5.03,10060.0
2026-09-01,sz.000411,1000,10.16,10160.0
2026-09-01,sh.600125,1800,5.53,9954.0
2026-09-01,sh.600052,2500,4.02,10050.0
2026-09-01,sh.603926,600,17.12,10272.0
2026-09-01,sh.600004,1300,7.81,10153.0
2026-09-01,sz.002289,200,38.21,7642.0
2026-09-01,sz.002586,2400,4.34,10416.0
2026-09-01,sz.000686,1200,8.21,9852.0
2026-09-01,sz.001216,700,14.84,10388.0
2026-09-01,sh.603515,600,15.59,9354.0
2026-09-01,sh.605266,600,16.08,9648.0
2026-09-01,sh.603776,400,20.88,8352.0
2026-09-01,sh.600467,4200,2.48,10416.0
2026-09-01,sz.000631,3400,3.01,10234.0
2026-09-01,sh.603387,1000,9.52,9520.0
2026-09-01,sh.600616,2300,4.46,10258.0
2026-09-01,sz.000534,400,23.11,9244.0
2026-09-01,sz.002253,1000,10.16,10160.0
2026-09-01,sh.603331,800,12.76,10208.0
2026-09-01,sh.600261,3100,3.28,10168.0
2026-09-01,sz.002839,2300,4.41,10143.0
2026-09-01,sz.002818,900,10.86,9774.0
2026-09-01,sh.600108,2600,3.92,10192.0
2026-09-01,sz.001282,600,16.15,9690.0
2026-09-01,sz.002344,2500,4.08,10200.0
2026-09-01,sh.601619,2500,4.08,10200.0
2026-09-01,sz.000692,2300,4.35,10005.0
2026-09-01,sz.002047,3000,3.45,10350.0
2026-09-01,sz.002275,800,12.53,10024.0
2026-09-01,sh.600697,900,11.42,10278.0
2026-09-01,sz.002135,1500,6.6,9900.0
2026-09-01,sh.601336,100,61.5,6150.0
2026-09-01,sz.002693,1100,9.15,10065.0
2026-09-01,sz.002780,700,14.22,9954.0
2026-09-01,sh.600517,2000,5.19,10380.0
2026-09-01,sz.002876,300,30.28,9084.0
2026-09-01,sh.603335,1500,6.63,9945.0
2026-09-01,sz.002677,1500,6.79,10185.0
2026-09-01,sz.000790,2400,4.28,10272.0
2026-09-01,sh.600382,1600,6.52,10432.0
2026-09-01,sz.000419,2000,5.13,10260.0
2026-09-01,sh.603530,200,45.81,9162.0
2026-09-01,sz.002571,900,10.74,9666.0
2026-09-01,sz.000952,1500,6.63,9945.0
2026-09-01,sh.603007,2000,5.12,10240.0
2026-09-01,sz.000563,3300,3.08,10164.0
2026-09-01,sh.603519,600,17.12,10272.0
2026-09-01,sz.002069,2700,3.81,10287.0
2026-09-01,sh.600784,1200,8.16,9792.0
2026-09-01,sz.001231,400,22.59,9036.0
2026-09-01,sz.002713,1100,9.45,10395.0
2026-09-01,sz.000791,1400,7.29,10206.0
2026-09-01,sz.000048,400,23.25,9300.0
2026-09-01,sh.603813,300,28.96,8688.0
2026-09-01,sz.000890,1100,9.16,10076.0
2026-09-01,sh.603232,600,15.69,9414.0
2026-09-01,sh.600777,2500,4.08,10200.0
2026-09-01,sh.601113,2900,3.53,10237.0
2026-09-01,sz.002021,3800,2.73,10374.0
2026-09-01,sh.600743,4600,2.26,10396.0
2026-09-01,sz.002864,400,22.45,8980.0
2026-09-01,sz.000863,2400,4.21,10104.0
2026-09-01,sz.000951,400,21.47,8588.0
2026-09-01,sz.001366,700,13.18,9226.0
2026-09-01,sh.600067,3500,2.91,10185.0
2026-09-01,sh.603839,1500,6.88,10320.0
2026-09-01,sz.002214,600,15.79,9474.0
2026-09-01,sh.600962,400,25.35,10140.0
2026-09-01,sh.603182,700,14.12,9884.0
2026-09-01,sh.600526,2100,4.76,9996.0
2026-09-01,sz.002937,300,30.51,9153.0
2026-09-01,sh.600189,1200,8.05,9660.0
2026-09-01,sh.603917,700,13.32,9324.0
2026-09-01,sh.603726,400,24.47,9788.0
2026-09-01,sz.002159,700,14.16,9912.0
2026-09-01,sz.000159,1700,5.96,10132.0
2026-09-01,sz.002753,1500,6.88,10320.0
2026-09-01,sz.002199,800,12.36,9888.0
2026-09-01,sh.600858,2000,5.1,10200.0
2026-09-01,sz.002200,1400,7.19,10066.0
2026-09-01,sz.002513,1800,5.64,10152.0
2026-09-01,sz.002985,300,27.15,8145.0
2026-09-01,sz.000750,2600,3.87,10062.0
2026-09-01,sh.603097,500,19.7,9850.0
2026-09-01,sz.002350,700,14.87,10409.0
2026-09-01,sz.002702,1900,5.32,10108.0
2026-09-01,sz.002627,1400,7.26,10164.0
2026-09-01,sh.600927,700,13.08,9156.0
2026-09-01,sh.603966,1300,7.57,9841.0
2026-09-01,sh.600719,1400,7.24,10136.0
2026-09-01,sz.000017,800,11.75,9400.0
2026-09-01,sh.603303,400,25.2,10080.0
2026-09-01,sz.000529,2000,5.11,10220.0
2026-09-01,sh.603819,600,15.54,9324.0
2026-09-01,sz.001266,300,33.48,10044.0
2026-09-01,sz.001270,100,99.79,9979.0
2026-09-01,sz.002060,3200,3.25,10400.0
2026-09-01,sz.002833,500,19.03,9515.0
2026-09-01,sh.603976,300,31.44,9432.0
2026-09-01,sh.600791,1400,7.33,10262.0
2026-09-01,sh.600883,1200,8.27,9924.0
2026-09-01,sz.002813,400,21.8,8720.0
2026-09-01,sh.603536,1000,9.92,9920.0
2026-09-01,sz.000978,1600,6.42,10272.0
2026-09-01,sz.001278,600,16.56,9936.0
2026-09-01,sz.002990,200,47.41,9482.0
2026-09-01,sh.601628,200,39.07,7814.0
2026-09-01,sh.600847,700,13.08,9156.0
2026-09-01,sh.603648,1100,9.45,10395.0
2026-09-01,sz.000697,1100,8.75,9625.0
2026-09-01,sz.002659,2100,4.75,9975.0
2026-09-01,sz.000925,1100,9.15,10065.0
2026-09-01,sz.002952,400,21.34,8536.0
2026-09-01,sz.000509,2900,3.5,10150.0
2026-09-01,sz.002963,500,19.7,9850.0
2026-09-01,sh.601107,1700,5.95,10115.0
2026-09-01,sh.600676,1500,6.91,10365.0
2026-09-01,sh.600345,200,50.56,10112.0
2026-09-01,sh.600713,1900,5.34,10146.0
2026-09-01,sh.603301,100,81.35,8135.0
2026-09-01,sh.605003,400,23.44,9376.0
2026-09-01,sz.002250,600,15.19,9114.0
2026-09-01,sz.002633,600,15.01,9006.0
2026-09-01,sh.603329,900,10.62,9558.0
2026-09-01,sh.603730,1000,10.33,10330.0
2026-09-01,sh.600308,3100,3.34,10354.0
2026-09-01,sh.603048,400,24.61,9844.0
2026-09-01,sh.603768,800,11.86,9488.0
2026-09-01,sh.603042,700,14.33,10031.0
2026-09-01,sz.002136,700,13.13,9191.0
2026-09-01,sz.001326,100,66.73,6673.0
2026-09-01,sh.603711,800,11.9,9520.0
2026-09-01,sh.603499,700,13.18,9226.0
2026-09-01,sz.001218,400,24.71,9884.0
2026-09-01,sh.603125,400,23.08,9232.0
2026-09-01,sz.002948,1600,6.3,10080.0
2026-09-01,sz.003007,200,39.98,7996.0
2026-09-01,sz.003004,100,72.24,7224.0
2026-09-01,sh.603298,300,26.34,7902.0
2026-09-01,sh.601326,2800,3.64,10192.0
2026-09-01,sz.001288,300,29.18,8754.0
2026-09-01,sz.002950,1100,9.23,10153.0
2026-09-01,sz.002524,2500,4.13,10325.0
2026-09-01,sh.600653,5900,1.76,10384.0
2026-09-01,sh.600819,1800,5.77,10386.0
2026-09-01,sz.002188,1800,5.79,10422.0
2026-09-01,sh.603122,800,12.37,9896.0
2026-09-01,sz.001336,500,18.92,9460.0
2026-09-01,sz.002283,1200,8.21,9852.0
2026-09-01,sz.002005,4100,2.5,10250.0
2026-09-01,sh.603788,700,13.93,9751.0
2026-09-01,sh.605005,600,16.24,9744.0
2026-09-01,sh.600824,2700,3.8,10260.0
2026-09-01,sz.002203,500,18.7,9350.0
2026-09-01,sz.002919,600,17.36,10416.0
2026-09-01,sz.002552,200,50.05,10010.0
2026-09-01,sh.603285,300,33.1,9930.0
2026-09-01,sh.603660,900,10.76,9684.0
2026-09-01,sh.605018,800,12.01,9608.0
2026-09-01,sz.002529,1400,7.24,10136.0
2026-09-01,sh.600307,6800,1.52,10336.0
2026-09-01,sh.605177,400,22.8,9120.0
2026-09-01,sh.600165,3200,3.22,10304.0
2026-09-01,sz.000688,300,29.9,8970.0
2026-09-01,sh.600566,400,25.6,10240.0
2026-09-01,sz.002219,4600,2.23,10258.0
2026-09-01,sh.600748,2600,3.9,10140.0
2026-09-01,sz.002331,1400,7.3,10220.0
2026-09-01,sh.603773,100,89.99,8999.0
2026-09-01,sh.603066,1100,9.25,10175.0
2026-09-01,sz.000659,3500,2.94,10290.0
2026-09-01,sh.600807,3800,2.74,10412.0
2026-09-01,sz.002128,300,29.35,8805.0
2026-09-01,sh.605298,200,48.81,9762.0
2026-09-01,sz.002076,4700,2.19,10293.0
2026-09-01,sz.002412,900,11.16,10044.0
2026-09-01,sz.001324,500,19.33,9665.0
2026-09-01,sh.603017,1000,10.11,10110.0
2026-09-01,sz.003008,500,20.26,10130.0
2026-09-01,sh.600960,2500,4.1,10250.0
2026-09-01,sh.605099,300,31.21,9363.0
2026-09-01,sz.002672,2700,3.8,10260.0
2026-09-01,sh.600665,2900,3.58,10382.0
2026-09-01,sz.002758,1100,9.3,10230.0
2026-09-01,sh.605268,1000,9.77,9770.0
2026-09-01,sh.603619,400,24.04,9616.0
2026-09-01,sh.603860,300,27.32,8196.0
2026-09-01,sz.000571,1700,6.13,10421.0
2026-09-01,sh.603995,400,25.35,10140.0
2026-09-01,sh.600936,1900,5.22,9918.0
2026-09-01,sh.600202,1900,5.26,9994.0
2026-09-01,sh.603365,500,17.43,8715.0
2026-09-01,sh.605100,300,31.99,9597.0
2026-09-01,sh.600490,1300,7.85,10205.0
2026-09-01,sz.001225,200,46.8,9360.0
2026-09-01,sh.601825,1100,9.04,9944.0
2026-09-01,sh.601577,1000,9.87,9870.0
2026-09-01,sh.600078,900,11.17,10053.0
2026-09-01,sz.002956,600,16.97,10182.0
2026-09-01,sh.603937,800,12.01,9608.0
2026-09-01,sh.603159,400,23.2,9280.0
2026-09-01,sz.002853,400,22.76,9104.0
2026-09-01,sz.000718,5200,2.0,10400.0
2026-09-01,sh.603676,1100,9.28,10208.0
2026-09-01,sh.603888,600,16.76,10056.0
2026-09-01,sh.605338,500,18.95,9475.0
2026-09-01,sh.603170,800,12.58,10064.0
2026-09-01,sz.003011,400,20.92,8368.0
2026-09-01,sz.002658,1300,7.79,10127.0
2026-09-01,sh.603132,500,20.69,10345.0
2026-09-01,sh.600545,2400,4.3,10320.0
2026-09-01,sz.002871,500,18.89,9445.0
2026-09-01,sz.000668,400,22.6,9040.0
2026-09-01,sz.000820,2800,3.69,10332.0
2026-09-01,sh.601368,2200,4.63,10186.0
2026-09-01,sh.600235,1700,5.98,10166.0
2026-09-01,sh.605566,300,29.01,8703.0
2026-09-01,sz.002652,2500,4.16,10400.0
2026-09-01,sh.603165,700,14.8,10360.0
2026-09-01,sh.603016,300,32.92,9876.0
2026-09-01,sz.002014,900,11.53,10377.0
2026-09-01,sz.002150,400,21.45,8580.0
2026-09-01,sz.002972,800,12.64,10112.0
2026-09-01,sh.601588,5800,1.78,10324.0
2026-09-01,sz.001260,500,18.64,9320.0
2026-09-01,sh.603281,500,19.42,9710.0
2026-09-01,sh.603307,400,25.25,10100.0
2026-09-01,sh.600901,1500,6.65,9975.0
2026-09-01,sh.603766,700,14.9,10430.0
2026-09-01,sz.002772,800,12.01,9608.0
2026-09-01,sh.600358,1900,5.24,9956.0
2026-09-01,sz.002445,3000,3.44,10320.0
2026-09-01,sh.600966,2100,4.9,10290.0
2026-09-01,sz.002787,400,22.32,8928.0
2026-09-01,sz.001299,1000,10.13,10130.0
2026-09-01,sh.600995,800,12.74,10192.0
2026-09-01,sh.600173,1600,6.26,10016.0
2026-09-01,sh.600546,700,13.77,9639.0
2026-09-01,sh.603095,600,16.55,9930.0
2026-09-01,sh.603226,200,36.73,7346.0
2026-09-01,sh.605389,100,69.61,6961.0
2026-09-01,sh.605599,600,14.97,8982.0
2026-09-01,sz.000637,2300,4.35,10005.0
2026-09-01,sz.002474,1500,6.6,9900.0
2026-09-01,sh.600908,1800,5.7,10260.0
2026-09-01,sh.601068,2200,4.65,10230.0
2026-09-01,sh.603709,800,12.65,10120.0
2026-09-01,sz.002748,800,12.31,9848.0
2026-09-01,sz.000518,2600,3.98,10348.0
2026-09-01,sh.605388,1600,6.31,10096.0
2026-09-01,sz.002718,100,85.66,8566.0
2026-09-01,sh.603091,200,51.73,10346.0
2026-09-01,sh.603289,1100,8.92,9812.0
2026-09-01,sh.603637,600,15.09,9054.0
2026-09-01,sh.605055,1000,10.05,10050.0
2026-09-01,sh.600683,1000,10.42,10420.0
2026-09-01,sz.002062,1200,8.19,9828.0
2026-09-01,sz.002441,1200,8.42,10104.0
2026-09-01,sz.002888,400,20.97,8388.0
2026-09-01,sz.002099,1800,5.6,10080.0
2026-09-01,sz.002775,2800,3.7,10360.0
2026-09-01,sz.002641,2600,4.01,10426.0
2026-09-01,sh.605060,200,41.52,8304.0
2026-09-01,sz.002256,3000,3.4,10200.0
2026-09-01,sh.603408,800,12.18,9744.0
2026-09-01,sh.603880,1000,9.62,9620.0
2026-09-01,sh.605167,700,14.58,10206.0
2026-09-01,sh.600814,1400,7.05,9870.0
2026-09-01,sh.603876,400,21.73,8692.0
2026-09-01,sh.603687,600,16.3,9780.0
2026-09-01,sh.600854,2100,4.75,9975.0
2026-09-01,sh.603355,300,28.05,8415.0
2026-09-01,sz.000751,1900,5.28,10032.0
2026-09-01,sz.002806,700,14.8,10360.0
2026-09-01,sh.603235,400,24.08,9632.0
2026-09-01,sh.603353,300,32.77,9831.0
2026-09-01,sh.600222,1200,8.58,10296.0
2026-09-01,sh.603115,100,78.4,7840.0
2026-09-01,sh.600834,1300,7.91,10283.0
2026-09-01,sh.603316,700,13.86,9702.0
2026-09-01,sh.600621,700,13.68,9576.0
2026-09-01,sh.603803,900,11.36,10224.0
2026-09-01,sh.603111,1600,6.33,10128.0
2026-09-01,sz.002374,3200,3.21,10272.0
2026-09-01,sz.000962,100,54.55,5455.0
2026-09-01,sh.603661,300,31.01,9303.0
2026-09-01,sh.603755,400,25.14,10056.0
2026-09-01,sz.002066,400,22.13,8852.0
2026-09-01,sh.600790,3000,3.45,10350.0
2026-09-01,sh.600724,2000,5.14,10280.0
2026-09-01,sz.002887,1000,9.76,9760.0
2026-09-01,sh.600058,1000,9.92,9920.0
2026-09-01,sz.000809,2900,3.48,10092.0
2026-09-01,sh.600251,900,11.59,10431.0
2026-09-01,sz.001228,300,28.91,8673.0
2026-09-01,sh.600857,500,20.76,10380.0
2026-09-01,sh.603023,2300,4.38,10074.0
2026-09-01,sz.000430,1400,7.14,9996.0
2026-09-01,sh.601156,500,19.39,9695.0
2026-09-01,sz.002500,1900,5.46,10374.0
2026-09-01,sz.001332,300,28.01,8403.0
2026-09-01,sz.002394,900,10.95,9855.0
2026-09-01,sz.002072,1100,9.08,9988.0
2026-09-01,sh.603286,200,46.3,9260.0
2026-09-01,sz.002191,2800,3.7,10360.0
2026-09-01,sh.603211,400,21.65,8660.0
2026-09-01,sz.001316,300,26.88,8064.0
2026-09-01,sz.002968,1000,9.76,9760.0
2026-09-01,sh.603116,1600,6.51,10416.0
2026-09-01,sh.600640,900,11.47,10323.0
2026-09-01,sz.000833,400,21.05,8420.0
2026-09-01,sh.603053,1100,8.89,9779.0
2026-09-01,sz.002378,400,24.73,9892.0
2026-09-01,sz.000691,900,10.51,9459.0
2026-09-01,sh.605222,400,21.28,8512.0
2026-09-01,sh.600369,2500,4.15,10375.0
2026-09-01,sh.600300,3100,3.32,10292.0
2026-09-01,sh.601968,2200,4.69,10318.0
2026-09-01,sh.601857,900,11.43,10287.0
2026-09-01,sz.002960,1200,8.65,10380.0
2026-09-01,sh.603059,400,25.17,10068.0
2026-09-01,sh.603909,1000,9.91,9910.0
2026-09-01,sh.603682,900,11.03,9927.0
2026-09-01,sh.600097,1100,9.37,10307.0
2026-09-01,sz.001259,200,46.24,9248.0
2026-09-01,sz.002796,300,29.28,8784.0
2026-09-01,sz.002836,1000,10.05,10050.0
2026-09-01,sh.600865,1000,9.71,9710.0
2026-09-01,sh.603150,100,53.4,5340.0
2026-09-01,sh.603608,500,19.84,9920.0
2026-09-01,sh.603656,500,17.72,8860.0
2026-09-01,sz.000557,2700,3.77,10179.0
2026-09-01,sz.002678,1900,5.25,9975.0
2026-09-01,sz.002884,600,15.97,9582.0
2026-09-01,sh.600531,700,13.51,9457.0
2026-09-01,sz.002737,800,11.89,9512.0
2026-09-01,sh.600783,600,15.94,9564.0
2026-09-01,sz.003003,900,11.43,10287.0
2026-09-01,sh.603052,100,58.35,5835.0
2026-09-01,sh.603103,600,15.98,9588.0
2026-09-01,sh.603990,400,23.1,9240.0
2026-09-01,sh.603138,700,13.31,9317.0
2026-09-01,sz.001338,1100,9.35,10285.0
2026-09-01,sz.002842,200,36.45,7290.0
2026-09-01,sh.601187,1400,7.45,10430.0
2026-09-01,sz.000573,2600,3.9,10140.0
2026-09-01,sz.001378,500,20.43,10215.0
2026-09-01,sz.001360,500,17.84,8920.0
2026-09-01,sz.003033,100,68.23,6823.0
2026-09-01,sz.000899,1100,9.48,10428.0
2026-09-01,sh.600295,700,13.68,9576.0
2026-09-01,sz.000889,2500,4.07,10175.0
2026-09-01,sh.600750,400,23.78,9512.0
2026-09-01,sh.601963,900,11.45,10305.0
2026-09-01,sh.605155,700,14.47,10129.0
2026-09-01,sh.603107,800,12.17,9736.0
2026-09-01,sz.002662,3100,3.32,10292.0
2026-09-01,sz.000908,1600,6.47,10352.0
2026-09-01,sh.600408,3200,3.18,10176.0
2026-09-01,sh.603706,500,17.62,8810.0
2026-09-01,sz.002091,1300,7.79,10127.0
2026-09-01,sz.002577,500,19.65,9825.0
2026-09-01,sh.603895,300,27.07,8121.0
2026-09-01,sz.002478,1400,7.26,10164.0
2026-09-01,sz.002861,600,16.33,9798.0
2026-09-01,sh.601518,3600,2.83,10188.0
2026-09-01,sh.603790,400,24.17,9668.0
2026-09-01,sz.002961,500,20.5,10250.0
2026-09-01,sz.001229,200,37.9,7580.0
2026-09-01,sh.600081,1000,10.42,10420.0
2026-09-01,sh.600236,1000,9.88,9880.0
2026-09-01,sz.002638,2200,4.71,10362.0
2026-09-01,sh.600716,2700,3.73,10071.0
2026-09-01,sh.603237,600,15.88,9528.0
2026-09-01,sh.600928,2900,3.58,10382.0
2026-09-01,sh.603020,900,10.49,9441.0
2026-09-01,sh.600769,600,14.95,8970.0
2026-09-01,sh.600639,1000,9.52,9520.0
2026-09-01,sh.603013,700,14.79,10353.0
2026-09-01,sh.600429,2100,4.8,10080.0
2026-09-01,sh.600231,5800,1.78,10324.0
2026-09-01,sh.600382,1600,6.52,10432.0
2026-09-01,sh.603648,1100,9.45,10395.0
2026-09-01,sz.000820,2800,3.69,10332.0
2026-09-01,sz.001326,100,66.73,6673.0
2026-09-01,sz.003000,1000,9.82,9820.0
2026-09-01,sh.603777,700,14.06,9842.0
