date,nav,涨幅%
2026-09-01,598087.91,
2026-09-02,596608.91,-0.2473
2026-09-03,594369.93,-0.3753
2026-09-04,595976.94,0.2704
2026-09-07,597672.94,0.2846
2026-09-08,602297.94,0.7738
2026-09-09,601696.94,-0.0998
2026-09-10,599479.94,-0.3685
2026-09-11,594020.94,-0.9106
2026-09-14,594836.94,0.1374
2026-09-15,587981.94,-1.1524
2026-09-16,590067.94,0.3548
2026-09-17,591157.94,0.1847
2026-09-18,592158.94,0.1693
2026-09-21,597808.94,0.9541
2026-09-22,597695.94,-0.0189
2026-09-23,595530.94,-0.3622
