date,nav,涨幅%
2026-09-01,5988796.64,
2026-09-02,5957628.81,-0.5204
2026-09-03,5912717.24,-0.7538
2026-09-04,5923851.52,0.1883
2026-09-07,5963931.23,0.6766
2026-09-08,6043721.11,1.3379
2026-09-09,6021267.94,-0.3715
2026-09-10,5945067.87,-1.2655
2026-09-11,5828716.39,-1.9571
2026-09-14,5853552.12,0.4261
2026-09-15,5730458.12,-2.1029
