date,pre_nav,post_nav,月涨幅%,买入额,卖出额,换手率%,费用,分红入账,期末现金,期末持仓,较本金盈亏
2026-09-01,6000000,5988796.64,,5545273.32,0,92.421,11202.94,0.0,443523.31,5545273.33,-11203.36
