date,pre_nav,post_nav,月涨幅%,买入额,卖出额,换手率%,费用,分红入账,期末现金,期末持仓,较本金盈亏
2025-01-02,3000000.0,2993163.3453429993,,2626923.61,0.0,43.78206016666667,6836.959999999998,0.0,366239.7314380998,2626923.6139048995,-6836.654657000676
2025-02-05,3045374.546436483,3040901.113911062,1.594893531030861,742976.6799999999,697282.46,23.64666674063632,4473.559999999999,0.0,317113.21791592054,2723787.8959951415,40901.11391106201
2025-03-03,3162474.832248255,3157657.5233942936,3.839533253781635,779864.61,775976.77,24.59847844692454,4817.139999999999,0.0,308568.2901805111,2849089.2332137823,157657.52339429362
2025-04-01,3238466.575394395,3233076.0582895516,2.388433018353031,848954.6900000001,897311.21,26.96130806579858,5390.259999999999,0.0,353126.6972124164,2879949.3610771354,233076.05828955164
2025-05-06,3281097.6587218377,3275203.0963338483,1.303001763174838,955101.82,966347.5800000001,29.280588386212603,5894.56,0.0,359812.7828208784,2915390.3135129698,275203.0963338483
2025-06-03,3469469.74584976,3463675.357209647,5.754521332944762,1014653.69,961324.16,28.4766548600647,5794.299999999992,0.0,311921.1979636913,3151754.1592459558,463675.3572096471
2025-07-01,3640613.444013161,3634431.680292482,4.929917081501456,1044159.4700000001,1069693.0,29.031542383003384,6181.720000000003,0.0,348884.80974000524,3285546.870552477,634431.680292482
2025-08-01,3811057.865982647,3805255.565707216,4.70015398393695,975742.0,1014392.97,26.110007247119842,5802.050000000001,0.0,388644.3852089756,3416611.1804982405,805255.565707216
2025-09-01,3978578.0534804077,3972334.621980673,4.390744678995162,1070744.0299999998,1080402.0,27.03410616914007,6243.479999999993,0.0,393490.9596899441,3578843.662290729,972334.6219806732
2025-10-09,3989961.172755011,3983455.735174285,0.2799641584088519,1133810.44,1133524.29,28.412992405568172,6505.770000000005,0.0,390993.907040816,3592461.828133469,983455.7351742848
2025-11-03,4192530.7788183284,4186891.434968719,5.107015448874641,979832.01,1027262.44,23.93654997287465,5639.3700000000035,0.0,433904.19464460213,3752987.240324117,1186891.4349687188
2025-12-01,4237768.108797008,4231147.282505106,1.0570096746900237,1181192.4,1244888.45,28.624511626341686,6620.749999999994,0.0,491826.6179491016,3739320.6645560046,1231147.2825051062
2026-01-05,4269510.646371973,4263298.047738871,0.7598592789880287,1143816.1800000002,1079819.0,26.04086702406445,6212.710000000002,0.0,422392.16619174887,3840905.881547122,1263298.0477388706
2026-02-02,4464525.628904103,4457820.345399191,4.5627187093684185,1239613.0,1233068.6,27.69254569837651,6705.249999999996,0.0,409763.5056088994,4048056.839790291,1457820.3453991907
2026-03-02,4611425.993929485,4604543.72440241,3.291370392587689,1230166.98,1290904.17,27.335049432851754,6882.300000000002,0.0,464006.9635971491,4140536.760805261,1604543.72440241
2026-04-01,4446378.995894103,4438920.885643534,-3.596943555582599,1420216.04,1384867.6800000002,31.54346179880622,7458.0,0.0,421449.88865549554,4017470.996988039,1438920.8856435344
2026-05-06,4593805.477068224,4587145.689800413,3.3392080637497212,1196345.37,1215575.0,26.251877468909424,6660.220000000007,0.0,436350.5841521704,4150795.105648243,1587145.6898004133
2026-06-01,4414483.31077055,4407867.371714912,-3.908276087330931,1220053.2,1185899.8599999999,27.25067568077451,6616.080000000002,0.0,405789.8766519621,4002077.49506295,1407867.3717149124
2026-07-01,3996949.6244689855,3990502.6573277568,-9.468631408135519,1128893.0,1028526.72,26.988327633559102,6447.170000000006,0.0,334724.6561722933,3655778.0011554635,990502.6573277568
2026-08-03,4084660.361302593,4078146.7189697186,2.196316333257453,1110401.6,1155192.0,27.73294961637282,6513.630000000004,0.0,384699.1214221054,3693447.597547613,1078146.7189697186
2026-09-01,4468738.77237975,4462830.26694827,9.432803047256112,1045828.39,1079256.0,23.77722773967746,5908.449999999998,0.0,414518.12898448546,4048312.1379637844,1462830.2669482697
