date,nav,涨幅%,较本金盈亏
2023-06-14,6521363.12,0.0489,521363.12
2023-06-15,6510390.99,-0.1682,510390.99
2023-06-16,6526619.18,0.2493,526619.18
2023-06-19,6493773.61,-0.5033,493773.61
2023-06-20,6450387.43,-0.6681,450387.43
2023-06-21,6393856.16,-0.8764,393856.16
2023-06-26,6320413.74,-1.1486,320413.74
2023-06-27,6460201.36,2.2117,460201.36
2023-06-28,6474099.09,0.2151,474099.09
2023-06-29,6533615.87,0.9193,533615.87
2023-06-30,6611140.25,1.1865,611140.25
2023-07-03,6645156.38,0.5145,645156.38
2023-07-04,6687672.86,0.6398,687672.86
2023-07-05,6676498.48,-0.1671,676498.48
2023-07-06,6688548.21,0.1805,688548.21
2023-07-07,6688196.29,-0.0053,688196.29
2023-07-10,6700957.02,0.1908,700957.02
2023-07-11,6752397.82,0.7677,752397.82
2023-07-12,6703884.99,-0.7185,703884.99
2023-07-13,6747668.88,0.6531,747668.88
2023-07-14,6743753.29,-0.058,743753.29
2023-07-17,6746927.89,0.0471,746927.89
2023-07-18,6771548.41,0.3649,771548.41
2023-07-19,6775946.81,0.065,775946.81
2023-07-20,6729359.4,-0.6875,729359.4
2023-07-21,6728056.8,-0.0194,728056.8
2023-07-24,6744837.46,0.2494,744837.46
2023-07-25,6846742.2,1.5109,846742.2
2023-07-26,6855657.73,0.1302,855657.73
2023-07-27,6821053.04,-0.5048,821053.04
2023-07-28,6868111.57,0.6899,868111.57
2023-07-31,6923626.59,0.8083,923626.59
2023-08-01,6917026.34,-0.0953,917026.34
2023-08-02,6917218.3,0.0028,917218.3
2023-08-03,6900839.71,-0.2368,900839.71
2023-08-04,6879504.22,-0.3092,879504.22
2023-08-07,6835077.09,-0.6458,835077.09
2023-08-08,6828870.06,-0.0908,828870.06
2023-08-09,6764875.08,-0.9371,764875.08
2023-08-10,6794203.08,0.4335,794203.08
2023-08-11,6697875.5,-1.4178,697875.5
2023-08-14,6723694.46,0.3855,723694.46
2023-08-15,6699614.85,-0.3581,699614.85
2023-08-16,6659128.57,-0.6043,659128.57
2023-08-17,6745343.57,1.2947,745343.57
2023-08-18,6674931.6,-1.0439,674931.6
2023-08-21,6643394.89,-0.4725,643394.89
2023-08-22,6629558.28,-0.2083,629558.28
2023-08-23,6552662.79,-1.1599,552662.79
2023-08-24,6539227.5,-0.205,539227.5
2023-08-25,6442200.5,-1.4838,442200.5
2023-08-28,6520389.93,1.2137,520389.93
2023-08-29,6696267.24,2.6973,696267.24
2023-08-30,6709099.98,0.1916,709099.98
2023-08-31,6671236.86,-0.5644,671236.86
2023-09-01,6672845.32,0.0241,672845.32
2023-09-04,6777203.78,1.5639,777203.78
2023-09-05,6748184.89,-0.4282,748184.89
2023-09-06,6779509.81,0.4642,779509.81
2023-09-07,6689423.45,-1.3288,689423.45
2023-09-08,6685917.53,-0.0524,685917.53
2023-09-11,6727492.27,0.6218,727492.27
2023-09-12,6718501.58,-0.1336,718501.58
2023-09-13,6667129.38,-0.7646,667129.38
2023-09-14,6632614.11,-0.5177,632614.11
2023-09-15,6654582.76,0.3312,654582.76
2023-09-18,6725071.49,1.0593,725071.49
2023-09-19,6663452.13,-0.9163,663452.13
2023-09-20,6622674.45,-0.612,622674.45
2023-09-21,6581596.7,-0.6203,581596.7
2023-09-22,6665648.06,1.2771,665648.06
2023-09-25,6637761.88,-0.4184,637761.88
2023-09-26,6599852.0,-0.5711,599852.0
2023-09-27,6612892.42,0.1976,612892.42
2023-09-28,6682434.13,1.0516,682434.13
2023-10-09,6612350.73,-1.0488,612350.73
2023-10-10,6594842.91,-0.2648,594842.91
2023-10-11,6584602.59,-0.1553,584602.59
2023-10-12,6617556.38,0.5005,617556.38
2023-10-13,6559453.02,-0.878,559453.02
2023-10-16,6560333.25,0.0134,560333.25
2023-10-17,6556325.84,-0.0611,556325.84
2023-10-18,6454768.13,-1.549,454768.13
2023-10-19,6415975.77,-0.601,415975.77
2023-10-20,6390617.0,-0.3952,390617.0
2023-10-23,6248899.17,-2.2176,248899.17
2023-10-24,6438400.98,3.0326,438400.98
2023-10-25,6543017.1,1.6249,543017.1
2023-10-26,6557826.4,0.2263,557826.4
2023-10-27,6649326.28,1.3953,649326.28
2023-10-30,6698557.88,0.7404,698557.88
2023-10-31,6696760.05,-0.0268,696760.05
2023-11-01,6748773.79,0.7767,748773.79
2023-11-02,6709331.7,-0.5844,709331.7
2023-11-03,6749341.2,0.5963,749341.2
2023-11-06,6832352.14,1.2299,832352.14
2023-11-07,6864541.03,0.4711,864541.03
2023-11-08,6868831.48,0.0625,868831.48
2023-11-09,6845293.87,-0.3427,845293.87
2023-11-10,6856919.76,0.1698,856919.76
2023-11-13,6926811.24,1.0193,926811.24
2023-11-14,6936001.67,0.1327,936001.67
2023-11-15,6968639.98,0.4706,968639.98
2023-11-16,6941177.66,-0.3941,941177.66
2023-11-17,7000709.92,0.8577,1000709.92
2023-11-20,7078109.91,1.1056,1078109.91
2023-11-21,7078239.25,0.0018,1078239.25
2023-11-22,7064244.9,-0.1977,1064244.9
2023-11-23,7114346.13,0.7092,1114346.13
2023-11-24,7066054.59,-0.6788,1066054.59
2023-11-27,7054809.77,-0.1591,1054809.77
2023-11-28,7117934.67,0.8948,1117934.67
2023-11-29,7096490.5,-0.3013,1096490.5
2023-11-30,7075736.82,-0.2924,1075736.82
2023-12-01,7110602.6,0.4928,1110602.6
2023-12-04,7138977.0,0.399,1138977.0
2023-12-05,7066847.02,-1.0104,1066847.02
2023-12-06,7120548.14,0.7599,1120548.14
2023-12-07,7098488.05,-0.3098,1098488.05
2023-12-08,6973808.06,-1.7564,973808.06
2023-12-11,7044655.63,1.0159,1044655.63
2023-12-12,7113048.99,0.9709,1113048.99
2023-12-13,7112410.3,-0.009,1112410.3
2023-12-14,7143271.02,0.4339,1143271.02
2023-12-15,7141559.47,-0.024,1141559.47
2023-12-18,7058116.51,-1.1684,1058116.51
2023-12-19,7033651.42,-0.3466,1033651.42
2023-12-20,6977474.18,-0.7987,977474.18
2023-12-21,7024728.33,0.6772,1024728.33
2023-12-22,6918987.1,-1.5053,918987.1
2023-12-25,6865065.84,-0.7793,865065.84
2023-12-26,6801391.23,-0.9275,801391.23
2023-12-27,6850571.68,0.7231,850571.68
2023-12-28,6951563.01,1.4742,951563.01
2023-12-29,7056898.02,1.5153,1056898.02
2024-01-02,7144997.96,1.2484,1144997.96
2024-01-03,7141462.21,-0.0495,1141462.21
2024-01-04,7147662.14,0.0868,1147662.14
2024-01-05,7053292.83,-1.3203,1053292.83
2024-01-08,6941734.29,-1.5817,941734.29
2024-01-09,7005961.55,0.9252,1005961.55
2024-01-10,6966721.11,-0.5601,966721.11
2024-01-11,7045291.81,1.1278,1045291.81
2024-01-12,7015780.96,-0.4189,1015780.96
2024-01-15,7032861.78,0.2435,1032861.78
2024-01-16,7005115.42,-0.3945,1005115.42
2024-01-17,6871500.38,-1.9074,871500.38
2024-01-18,6784311.48,-1.2688,784311.48
2024-01-19,6715678.76,-1.0116,715678.76
2024-01-22,6337775.17,-5.6272,337775.17
2024-01-23,6304737.65,-0.5213,304737.65
2024-01-24,6426095.75,1.9249,426095.75
2024-01-25,6670121.05,3.7974,670121.05
2024-01-26,6715962.54,0.6873,715962.54
2024-01-29,6503903.18,-3.1575,503903.18
2024-01-30,6293779.8,-3.2307,293779.8
2024-01-31,5998227.62,-4.6959,-1772.38
2024-02-01,5859126.57,-2.319,-140873.43
2024-02-02,5580192.11,-4.7607,-419807.89
2024-02-05,5108105.08,-8.46,-891894.92
2024-02-06,4998513.49,-2.1454,-1001486.51
2024-02-07,4792722.27,-4.117,-1207277.73
2024-02-08,5109404.88,6.6076,-890595.12
2024-02-19,5336818.18,4.4509,-663181.82
2024-02-20,5422931.55,1.6136,-577068.45
2024-02-21,5559433.43,2.5171,-440566.57
2024-02-22,5685378.92,2.2654,-314621.08
2024-02-23,5854663.56,2.9775,-145336.44
2024-02-26,5958973.99,1.7817,-41026.01
2024-02-27,6112851.89,2.5823,112851.89
2024-02-28,5701436.48,-6.7303,-298563.52
2024-02-29,5877611.49,3.09,-122388.51
2024-03-01,5913300.49,0.6072,-86699.51
2024-03-04,5906544.79,-0.1142,-93455.21
2024-03-05,5791315.14,-1.9509,-208684.86
2024-03-06,5875455.52,1.4529,-124544.48
2024-03-07,5893992.92,0.3155,-106007.08
2024-03-08,5928122.15,0.5791,-71877.85
2024-03-11,6043238.27,1.9419,43238.27
2024-03-12,6146774.22,1.7133,146774.22
2024-03-13,6160502.63,0.2233,160502.63
2024-03-14,6154106.42,-0.1038,154106.42
2024-03-15,6255031.74,1.64,255031.74
2024-03-18,6377306.03,1.9548,377306.03
2024-03-19,6393058.29,0.247,393058.29
2024-03-20,6490988.46,1.5318,490988.46
2024-03-21,6533695.06,0.6579,533695.06
2024-03-22,6434471.69,-1.5186,434471.69
2024-03-25,6297185.06,-2.1336,297185.06
2024-03-26,6316720.4,0.3102,316720.4
2024-03-27,6170385.9,-2.3166,170385.9
2024-03-28,6290126.58,1.9406,290126.58
2024-03-29,6366470.37,1.2137,366470.37
2024-04-01,6504675.44,2.1708,504675.44
2024-04-02,6552197.39,0.7306,552197.39
2024-04-03,6540847.05,-0.1732,540847.05
2024-04-08,6396038.51,-2.2139,396038.51
2024-04-09,6487099.79,1.4237,487099.79
2024-04-10,6358803.85,-1.9777,358803.85
2024-04-11,6383214.58,0.3839,383214.58
2024-04-12,6353138.02,-0.4712,353138.02
2024-04-15,6041245.31,-4.9093,41245.31
2024-04-16,5626318.96,-6.8682,-373681.04
2024-04-17,5937762.27,5.5355,-62237.73
2024-04-18,5935740.81,-0.034,-64259.19
2024-04-19,5909735.67,-0.4381,-90264.33
2024-04-22,5840504.97,-1.1715,-159495.03
2024-04-23,5903435.65,1.0775,-96564.35
2024-04-24,5997776.39,1.5981,-2223.61
2024-04-25,6061675.36,1.0654,61675.36
2024-04-26,6103556.11,0.6909,103556.11
2024-04-29,6276792.04,2.8383,276792.04
2024-04-30,6264985.94,-0.1881,264985.94
2024-05-06,6407326.75,2.272,407326.75
2024-05-07,6455711.49,0.7551,455711.49
2024-05-08,6389954.38,-1.0186,389954.38
2024-05-09,6474491.2,1.323,474491.2
2024-05-10,6423723.55,-0.7841,423723.55
2024-05-13,6313261.82,-1.7196,313261.82
2024-05-14,6393913.98,1.2775,393913.98
2024-05-15,6369303.23,-0.3849,369303.23
2024-05-16,6429050.08,0.938,429050.08
2024-05-17,6506070.17,1.198,506070.17
2024-05-20,6499322.68,-0.1037,499322.68
2024-05-21,6434790.46,-0.9929,434790.46
2024-05-22,6451613.81,0.2614,451613.81
2024-05-23,6294330.53,-2.4379,294330.53
2024-05-24,6256556.59,-0.6001,256556.59
2024-05-27,6281948.03,0.4058,281948.03
2024-05-28,6212560.22,-1.1046,212560.22
2024-05-29,6240775.16,0.4542,240775.16
2024-05-30,6163473.74,-1.2387,163473.74
2024-05-31,6183879.15,0.3311,183879.15
2024-06-03,6017320.09,-2.6934,17320.09
2024-06-04,5931080.41,-1.4332,-68919.59
2024-06-05,5795870.45,-2.2797,-204129.55
2024-06-06,5531896.78,-4.5545,-468103.22
2024-06-07,5727754.12,3.5405,-272245.88
2024-06-11,5716095.33,-0.2035,-283904.67
2024-06-12,5825101.06,1.907,-174898.94
2024-06-13,5763549.75,-1.0567,-236450.25
2024-06-14,5785678.93,0.384,-214321.07
2024-06-17,5718019.68,-1.1694,-281980.32
2024-06-18,5801583.0,1.4614,-198417.0
2024-06-19,5781869.83,-0.3398,-218130.17
2024-06-20,5662769.66,-2.0599,-337230.34
2024-06-21,5652542.47,-0.1806,-347457.53
2024-06-24,5438831.32,-3.7808,-561168.68
2024-06-25,5484594.39,0.8414,-515405.61
2024-06-26,5637259.89,2.7835,-362740.11
2024-06-27,5558748.17,-1.3927,-441251.83
2024-06-28,5561599.19,0.0513,-438400.81
2024-07-01,5614302.82,0.9476,-385697.18
2024-07-02,5677396.5,1.1238,-322603.5
2024-07-03,5652168.08,-0.4444,-347831.92
2024-07-04,5471274.43,-3.2004,-528725.57
2024-07-05,5543626.06,1.3224,-456373.94
2024-07-08,5391086.61,-2.7516,-608913.39
2024-07-09,5437424.4,0.8595,-562575.6
2024-07-10,5365193.89,-1.3284,-634806.11
2024-07-11,5555286.08,3.5431,-444713.92
2024-07-12,5554934.23,-0.0063,-445065.77
2024-07-15,5471354.02,-1.5046,-528645.98
2024-07-16,5455036.3,-0.2982,-544963.7
2024-07-17,5407363.36,-0.8739,-592636.64
2024-07-18,5398001.73,-0.1731,-601998.27
2024-07-19,5421217.69,0.4301,-578782.31
2024-07-22,5453178.47,0.5895,-546821.53
2024-07-23,5401495.84,-0.9478,-598504.16
2024-07-24,5311547.17,-1.6653,-688452.83
2024-07-25,5353484.6,0.7896,-646515.4
2024-07-26,5443335.18,1.6784,-556664.82
2024-07-29,5485929.22,0.7825,-514070.78
2024-07-30,5539485.1,0.9762,-460514.9
2024-07-31,5689049.98,2.7,-310950.02
2024-08-01,5711023.86,0.3862,-288976.14
2024-08-02,5661027.45,-0.8754,-338972.55
2024-08-05,5557937.25,-1.8211,-442062.75
2024-08-06,5665051.12,1.9272,-334948.88
2024-08-07,5664674.81,-0.0066,-335325.19
2024-08-08,5675596.08,0.1928,-324403.92
2024-08-09,5636364.01,-0.6912,-363635.99
2024-08-12,5604683.87,-0.5621,-395316.13
2024-08-13,5633532.3,0.5147,-366467.7
2024-08-14,5615190.82,-0.3256,-384809.18
2024-08-15,5653910.88,0.6896,-346089.12
2024-08-16,5619355.0,-0.6112,-380645.0
2024-08-19,5606357.68,-0.2313,-393642.32
2024-08-20,5511764.05,-1.6873,-488235.95
2024-08-21,5503985.69,-0.1411,-496014.31
2024-08-22,5432731.43,-1.2946,-567268.57
2024-08-23,5395195.31,-0.6909,-604804.69
2024-08-26,5477806.13,1.5312,-522193.87
2024-08-27,5421578.53,-1.0265,-578421.47
2024-08-28,5453620.09,0.591,-546379.91
2024-08-29,5506017.03,0.9608,-493982.97
2024-08-30,5591136.24,1.5459,-408863.76
2024-09-02,5549610.59,-0.7427,-450389.41
2024-09-03,5586484.66,0.6644,-413515.34
2024-09-04,5547585.11,-0.6963,-452414.89
2024-09-05,5601973.1,0.9804,-398026.9
2024-09-06,5514819.11,-1.5558,-485180.89
2024-09-09,5526501.58,0.2118,-473498.42
2024-09-10,5568032.05,0.7515,-431967.95
2024-09-11,5530482.93,-0.6744,-469517.07
2024-09-12,5535152.06,0.0844,-464847.94
2024-09-13,5486924.13,-0.8713,-513075.87
2024-09-18,5448597.7,-0.6985,-551402.3
2024-09-19,5599876.39,2.7765,-400123.61
2024-09-20,5598835.29,-0.0186,-401164.71
2024-09-23,5623015.03,0.4319,-376984.97
2024-09-24,5797415.13,3.1015,-202584.87
2024-09-25,5870010.47,1.2522,-129989.53
2024-09-26,6042493.26,2.9384,42493.26
2024-09-27,6254508.53,3.5087,254508.53
2024-09-30,6761223.46,8.1016,761223.46
2024-10-08,7055823.52,4.3572,1055823.52
2024-10-09,6499635.77,-7.8827,499635.77
2024-10-10,6572724.26,1.1245,572724.26
2024-10-11,6394171.29,-2.7166,394171.29
2024-10-14,6534848.98,2.2001,534848.98
2024-10-15,6460659.59,-1.1353,460659.59
2024-10-16,6518364.71,0.8932,518364.71
2024-10-17,6465425.7,-0.8122,465425.7
2024-10-18,6576493.23,1.7179,576493.23
2024-10-21,6633588.47,0.8682,633588.47
2024-10-22,6742980.84,1.6491,742980.84
2024-10-23,6792283.39,0.7312,792283.39
2024-10-24,6828755.0,0.537,828755.0
2024-10-25,6982868.07,2.2568,982868.07
2024-10-28,7208081.77,3.2252,1208081.77
2024-10-29,7077937.48,-1.8055,1077937.48
2024-10-30,7109848.6,0.4509,1109848.6
2024-10-31,7214600.86,1.4733,1214600.86
2024-11-01,7030036.93,-2.5582,1030036.93
2024-11-04,7135831.52,1.5049,1135831.52
2024-11-05,7279001.11,2.0063,1279001.11
2024-11-06,7321218.57,0.58,1321218.57
2024-11-07,7509954.69,2.5779,1509954.69
2024-11-08,7496524.93,-0.1788,1496524.93
2024-11-11,7606377.25,1.4654,1606377.25
2024-11-12,7582622.11,-0.3123,1582622.11
2024-11-13,7600245.69,0.2324,1600245.69
2024-11-14,7432175.28,-2.2114,1432175.28
2024-11-15,7334687.02,-1.3117,1334687.02
2024-11-18,7225296.2,-1.4914,1225296.2
2024-11-19,7375939.08,2.0849,1375939.08
2024-11-20,7548788.69,2.3434,1548788.69
2024-11-21,7607112.35,0.7726,1607112.35
2024-11-22,7387794.31,-2.8831,1387794.31
2024-11-25,7569950.55,2.4656,1569950.55
2024-11-26,7528159.59,-0.5521,1528159.59
2024-11-27,7573834.44,0.6067,1573834.44
2024-11-28,7635954.98,0.8202,1635954.98
2024-11-29,7716231.14,1.0513,1716231.14
2024-12-02,7880478.39,2.1286,1880478.39
2024-12-03,7911681.92,0.396,1911681.92
2024-12-04,7813361.76,-1.2427,1813361.76
2024-12-05,7916353.19,1.3181,1916353.19
2024-12-06,7999176.82,1.0462,1999176.82
2024-12-09,8036125.04,0.4619,2036125.04
2024-12-10,8057791.95,0.2696,2057791.95
2024-12-11,8179586.73,1.5115,2179586.73
2024-12-12,8331211.95,1.8537,2331211.95
2024-12-13,8214523.86,-1.4006,2214523.86
2024-12-16,8218670.02,0.0505,2218670.02
2024-12-17,7853333.55,-4.4452,1853333.55
2024-12-18,7856485.17,0.0401,1856485.17
2024-12-19,7820978.16,-0.4519,1820978.16
2024-12-20,7888959.57,0.8692,1888959.57
2024-12-23,7531390.76,-4.5325,1531390.76
2024-12-24,7580693.73,0.6546,1580693.73
2024-12-25,7425436.43,-2.0481,1425436.43
2024-12-26,7511168.61,1.1546,1511168.61
2024-12-27,7613495.06,1.3623,1613495.06
2024-12-30,7528839.24,-1.1119,1528839.24
2024-12-31,7402725.76,-1.6751,1402725.76
2025-01-02,7335277.94,-0.9111,1335277.94
2025-01-03,7059719.31,-3.7566,1059719.31
2025-01-06,7050789.42,-0.1265,1050789.42
2025-01-07,7216261.88,2.3469,1216261.88
2025-01-08,7213922.81,-0.0324,1213922.81
2025-01-09,7235320.41,0.2966,1235320.41
2025-01-10,7045906.37,-2.6179,1045906.37
2025-01-13,7074621.22,0.4075,1074621.22
2025-01-14,7366155.86,4.1209,1366155.86
2025-01-15,7370540.92,0.0595,1370540.92
2025-01-16,7418307.3,0.6481,1418307.3
2025-01-17,7421945.51,0.049,1421945.51
2025-01-20,7522248.19,1.3514,1522248.19
2025-01-21,7484855.77,-0.4971,1484855.77
2025-01-22,7411415.91,-0.9812,1411415.91
2025-01-23,7418493.19,0.0955,1418493.19
2025-01-24,7442006.43,0.317,1442006.43
2025-01-27,7448781.6,0.091,1448781.6
2025-02-05,7481112.67,0.434,1481112.67
2025-02-06,7580485.41,1.3283,1580485.41
2025-02-07,7648964.39,0.9034,1648964.39
2025-02-10,7781186.8,1.7286,1781186.8
2025-02-11,7758229.16,-0.295,1758229.16
2025-02-12,7790583.44,0.417,1790583.44
2025-02-13,7729485.26,-0.7843,1729485.26
2025-02-14,7708817.15,-0.2674,1708817.15
2025-02-17,7824077.87,1.4952,1824077.87
2025-02-18,7676412.94,-1.8873,1676412.94
2025-02-19,7793373.33,1.5236,1793373.33
2025-02-20,7867005.26,0.9448,1867005.26
2025-02-21,7852231.41,-0.1878,1852231.41
2025-02-24,7886305.2,0.4339,1886305.2
2025-02-25,7850810.89,-0.4501,1850810.89
2025-02-26,7957564.63,1.3598,1957564.63
2025-02-27,7954135.73,-0.0431,1954135.73
2025-02-28,7775996.73,-2.2396,1775996.73
2025-03-03,7796375.34,0.2621,1796375.34
2025-03-04,7894088.38,1.2533,1894088.38
2025-03-05,7881834.75,-0.1552,1881834.75
2025-03-06,7989350.41,1.3641,1989350.41
2025-03-07,7974954.83,-0.1802,1974954.83
2025-03-10,8053172.62,0.9808,2053172.62
2025-03-11,8103629.66,0.6265,2103629.66
2025-03-12,8166409.44,0.7747,2166409.44
2025-03-13,8127088.66,-0.4815,2127088.66
2025-03-14,8232092.66,1.292,2232092.66
2025-03-17,8286132.92,0.6565,2286132.92
2025-03-18,8333198.6,0.568,2333198.6
2025-03-19,8316720.4,-0.1977,2316720.4
2025-03-20,8355676.61,0.4684,2355676.61
2025-03-21,8260061.11,-1.1443,2260061.11
2025-03-24,8074999.65,-2.2404,2074999.65
2025-03-25,8051197.53,-0.2948,2051197.53
2025-03-26,8164734.16,1.4102,2164734.16
2025-03-27,8099460.88,-0.7995,2099460.88
2025-03-28,7985954.96,-1.4014,1985954.96
2025-03-31,7900043.92,-1.0758,1900043.92
2025-04-01,8005428.52,1.334,2005428.52
2025-04-02,8027232.45,0.2724,2027232.45
2025-04-03,8036099.97,0.1105,2036099.97
2025-04-07,7323643.74,-8.8657,1323643.74
2025-04-08,7176853.52,-2.0043,1176853.52
2025-04-09,7327043.96,2.0927,1327043.96
2025-04-10,7559254.12,3.1692,1559254.12
2025-04-11,7602453.48,0.5715,1602453.48
2025-04-14,7766519.73,2.1581,1766519.73
2025-04-15,7777879.58,0.1463,1777879.58
2025-04-16,7683698.37,-1.2109,1683698.37
2025-04-17,7776305.13,1.2052,1776305.13
2025-04-18,7755414.06,-0.2687,1755414.06
2025-04-21,7856602.47,1.3047,1856602.47
2025-04-22,7917496.83,0.7751,1917496.83
2025-04-23,7926798.35,0.1175,1926798.35
2025-04-24,7908195.51,-0.2347,1908195.51
2025-04-25,7921517.38,0.1685,1921517.38
2025-04-28,7815015.3,-1.3445,1815015.3
2025-04-29,7895898.26,1.035,1895898.26
2025-04-30,7923842.23,0.3539,1923842.23
2025-05-06,8122647.37,2.5089,2122647.37
2025-05-07,8200546.38,0.959,2200546.38
2025-05-08,8288513.57,1.0727,2288513.57
2025-05-09,8244471.45,-0.5314,2244471.45
2025-05-12,8300007.33,0.6736,2300007.33
2025-05-13,8319975.01,0.2406,2319975.01
2025-05-14,8355466.68,0.4266,2355466.68
2025-05-15,8347426.4,-0.0962,2347426.4
2025-05-16,8391679.73,0.5301,2391679.73
2025-05-19,8522101.86,1.5542,2522101.86
2025-05-20,8593775.86,0.841,2593775.86
2025-05-21,8567838.74,-0.3018,2567838.74
2025-05-22,8480168.19,-1.0233,2480168.19
2025-05-23,8383968.87,-1.1344,2383968.87
2025-05-26,8473394.28,1.0666,2473394.28
2025-05-27,8542611.64,0.8169,2542611.64
2025-05-28,8541702.57,-0.0106,2541702.57
2025-05-29,8654362.55,1.3189,2654362.55
2025-05-30,8537474.4,-1.3506,2537474.4
2025-06-03,8619127.52,0.9564,2619127.52
2025-06-04,8719993.27,1.1703,2719993.27
2025-06-05,8707704.76,-0.1409,2707704.76
2025-06-06,8766523.22,0.6755,2766523.22
