date,code,shares,close,value
2026-09-01,sh.603180,300,15.91,4773.0
2026-09-01,sh.600851,500,8.73,4365.0
2026-09-01,sz.000007,400,12.86,5144.0
2026-09-01,sz.002644,500,8.81,4405.0
2026-09-01,sh.600231,2900,1.78,5162.0
2026-09-01,sh.601999,800,6.39,5112.0
2026-09-01,sh.605296,100,33.3,3330.0
2026-09-01,sh.601827,600,8.21,4926.0
2026-09-01,sz.002264,700,6.98,4886.0
2026-09-01,sz.002348,400,11.19,4476.0
2026-09-01,sh.601059,300,17.09,5127.0
2026-09-01,sh.603190,300,17.03,5109.0
2026-09-01,sh.601388,1400,3.51,4914.0
2026-09-01,sz.000089,700,6.65,4655.0
2026-09-01,sz.002213,100,29.39,2939.0
2026-09-01,sz.003030,200,23.88,4776.0
2026-09-01,sh.601333,1600,3.12,4992.0
2026-09-01,sz.002817,700,6.88,4816.0
2026-09-01,sz.000717,2200,2.35,5170.0
2026-09-01,sz.000719,400,12.12,4848.0
2026-09-01,sz.000848,600,8.42,5052.0
2026-09-01,sh.603399,300,14.89,4467.0
2026-09-01,sh.600135,600,7.6,4560.0
2026-09-01,sh.603669,900,5.38,4842.0
2026-09-01,sh.603050,200,18.08,3616.0
2026-09-01,sh.605116,200,20.08,4016.0
2026-09-01,sh.603311,100,26.9,2690.0
2026-09-01,sh.600094,1300,3.97,5161.0
2026-09-01,sh.605151,200,19.24,3848.0
2026-09-01,sh.600510,700,7.0,4900.0
2026-09-01,sz.002811,300,13.81,4143.0
2026-09-01,sz.002216,400,11.96,4784.0
2026-09-01,sz.002322,400,12.9,5160.0
2026-09-01,sh.603356,200,17.42,3484.0
2026-09-01,sh.605028,200,24.57,4914.0
2026-09-01,sz.001223,100,39.34,3934.0
2026-09-01,sz.002452,400,11.63,4652.0
2026-09-01,sz.000090,1400,3.54,4956.0
2026-09-01,sh.600228,500,9.14,4570.0
2026-09-01,sh.601163,400,12.48,4992.0
2026-09-01,sh.603282,300,17.32,5196.0
2026-09-01,sz.002232,300,14.68,4404.0
2026-09-01,sz.000905,500,8.785,4392.59
2026-09-01,sz.002810,200,21.72,4344.0
2026-09-01,sz.002647,400,11.79,4716.0
2026-09-01,sh.605369,300,16.7,5010.0
2026-09-01,sh.603727,200,18.4,3680.0
2026-09-01,sz.002492,800,6.06,4848.0
2026-09-01,sz.002016,1100,4.72,5192.0
2026-09-01,sz.002795,700,7.4,5180.0
2026-09-01,sz.002788,400,11.04,4416.0
2026-09-01,sh.600234,200,21.21,4242.0
2026-09-01,sh.600322,1800,2.75,4950.0
2026-09-01,sh.603836,500,9.5,4750.0
2026-09-01,sh.601319,600,7.91,4746.0
2026-09-01,sh.605186,100,26.64,2664.0
2026-09-01,sz.000593,200,22.43,4486.0
2026-09-01,sh.603903,300,14.08,4224.0
2026-09-01,sz.000839,1800,2.82,5076.0
2026-09-01,sh.601512,600,8.37,5022.0
2026-09-01,sh.603877,400,12.9,5160.0
2026-09-01,sz.001215,100,30.75,3075.0
2026-09-01,sz.000929,500,9.48,4740.0
2026-09-01,sz.002316,1100,4.6,5060.0
2026-09-01,sh.600648,500,9.22,4610.0
2026-09-01,sh.600846,400,11.96,4784.0
2026-09-01,sz.001226,100,48.18,4818.0
2026-09-01,sh.603808,500,8.89,4445.0
2026-09-01,sh.600780,800,6.4,5120.0
2026-09-01,sh.600573,500,10.17,5085.0
2026-09-01,sz.002461,500,8.85,4425.0
2026-09-01,sz.002848,300,13.99,4197.0
2026-09-01,sh.603073,300,17.26,5178.0
2026-09-01,sh.603861,400,11.65,4660.0
2026-09-01,sh.603778,500,9.77,4885.0
2026-09-01,sh.600679,500,10.2,5100.0
2026-09-01,sz.002346,200,19.85,3970.0
2026-09-01,sz.002778,300,16.6,4980.0
2026-09-01,sh.601011,1600,3.11,4976.0
2026-09-01,sh.603558,400,12.14,4856.0
2026-09-01,sh.601101,300,14.6,4380.0
2026-09-01,sz.000755,1000,4.91,4910.0
2026-09-01,sz.002890,300,15.3,4590.0
2026-09-01,sh.603551,500,9.51,4755.0
2026-09-01,sz.002970,100,48.16,4816.0
2026-09-01,sh.600661,500,9.1,4550.0
2026-09-01,sh.600556,1000,5.03,5030.0
2026-09-01,sz.000411,500,10.16,5080.0
2026-09-01,sh.600125,900,5.53,4977.0
2026-09-01,sh.600052,1200,4.02,4824.0
2026-09-01,sh.603926,300,17.12,5136.0
2026-09-01,sh.600004,600,7.81,4686.0
2026-09-01,sz.002289,100,38.21,3821.0
2026-09-01,sz.002586,1200,4.34,5208.0
2026-09-01,sz.000686,600,8.21,4926.0
2026-09-01,sz.001216,300,14.84,4452.0
2026-09-01,sh.603515,300,15.59,4677.0
2026-09-01,sh.605266,300,16.08,4824.0
2026-09-01,sh.603776,200,20.88,4176.0
2026-09-01,sh.600467,2100,2.48,5208.0
2026-09-01,sz.000631,1700,3.01,5117.0
2026-09-01,sh.603387,500,9.52,4760.0
2026-09-01,sh.600616,1100,4.46,4906.0
2026-09-01,sz.000534,200,23.11,4622.0
2026-09-01,sz.002253,500,10.16,5080.0
2026-09-01,sh.603331,400,12.76,5104.0
2026-09-01,sh.600261,1500,3.28,4920.0
2026-09-01,sz.002839,1100,4.41,4851.0
2026-09-01,sz.002818,400,10.86,4344.0
2026-09-01,sh.600108,1300,3.92,5096.0
2026-09-01,sz.001282,300,16.15,4845.0
2026-09-01,sz.002344,1200,4.08,4896.0
2026-09-01,sh.601619,1200,4.08,4896.0
2026-09-01,sz.000692,1100,4.35,4785.0
2026-09-01,sz.002047,1500,3.45,5175.0
2026-09-01,sz.002275,400,12.53,5012.0
2026-09-01,sh.600697,400,11.42,4568.0
2026-09-01,sz.002135,700,6.6,4620.0
2026-09-01,sz.002693,500,9.15,4575.0
2026-09-01,sz.002780,300,14.22,4266.0
2026-09-01,sh.600517,1000,5.19,5190.0
2026-09-01,sz.002876,100,30.28,3028.0
2026-09-01,sh.603335,700,6.63,4641.0
2026-09-01,sz.002677,700,6.79,4753.0
2026-09-01,sz.000790,1200,4.28,5136.0
2026-09-01,sh.600382,800,6.52,5216.0
2026-09-01,sz.000419,1000,5.13,5130.0
2026-09-01,sh.603530,100,45.81,4581.0
2026-09-01,sz.002571,400,10.74,4296.0
2026-09-01,sz.000952,700,6.63,4641.0
2026-09-01,sh.603007,1000,5.12,5120.0
2026-09-01,sz.000563,1600,3.08,4928.0
2026-09-01,sh.603519,300,17.12,5136.0
2026-09-01,sz.002069,1300,3.81,4953.0
2026-09-01,sh.600784,600,8.16,4896.0
2026-09-01,sz.001231,200,22.59,4518.0
2026-09-01,sz.002713,500,9.45,4725.0
2026-09-01,sz.000791,700,7.29,5103.0
2026-09-01,sz.000048,200,23.25,4650.0
2026-09-01,sh.603813,100,28.96,2896.0
2026-09-01,sz.000890,500,9.16,4580.0
2026-09-01,sh.603232,300,15.69,4707.0
2026-09-01,sh.600777,1200,4.08,4896.0
2026-09-01,sh.601113,1400,3.53,4942.0
2026-09-01,sz.002021,1900,2.73,5187.0
2026-09-01,sh.600743,2300,2.26,5198.0
2026-09-01,sz.002864,200,22.45,4490.0
2026-09-01,sz.000863,1200,4.21,5052.0
2026-09-01,sz.000951,200,21.47,4294.0
2026-09-01,sz.001366,300,13.18,3954.0
2026-09-01,sh.600067,1700,2.91,4947.0
2026-09-01,sh.603839,700,6.88,4816.0
2026-09-01,sz.002214,300,15.79,4737.0
2026-09-01,sh.600962,200,25.35,5070.0
2026-09-01,sh.603182,300,14.12,4236.0
2026-09-01,sh.600526,1000,4.76,4760.0
2026-09-01,sz.002937,100,30.51,3051.0
2026-09-01,sh.600189,600,8.05,4830.0
2026-09-01,sh.603917,300,13.32,3996.0
2026-09-01,sh.603726,200,24.47,4894.0
2026-09-01,sz.002159,300,14.16,4248.0
2026-09-01,sz.000159,800,5.96,4768.0
2026-09-01,sz.002753,700,6.88,4816.0
2026-09-01,sz.002199,400,12.36,4944.0
2026-09-01,sh.600858,1000,5.1,5100.0
2026-09-01,sz.002200,700,7.19,5033.0
2026-09-01,sz.002513,900,5.64,5076.0
2026-09-01,sz.002985,100,27.15,2715.0
2026-09-01,sz.000750,1300,3.87,5031.0
2026-09-01,sh.603097,200,19.7,3940.0
2026-09-01,sz.002350,300,14.87,4461.0
2026-09-01,sz.002702,900,5.32,4788.0
2026-09-01,sz.002627,700,7.26,5082.0
2026-09-01,sh.600927,300,13.08,3924.0
2026-09-01,sh.603966,600,7.57,4542.0
2026-09-01,sh.600719,700,7.24,5068.0
2026-09-01,sz.000017,400,11.75,4700.0
2026-09-01,sh.603303,200,25.2,5040.0
2026-09-01,sz.000529,1000,5.11,5110.0
2026-09-01,sh.603819,300,15.54,4662.0
2026-09-01,sz.001266,100,33.48,3348.0
2026-09-01,sz.002060,1600,3.25,5200.0
2026-09-01,sz.002833,200,19.03,3806.0
2026-09-01,sh.603976,100,31.44,3144.0
2026-09-01,sh.600791,700,7.33,5131.0
2026-09-01,sh.600883,600,8.27,4962.0
2026-09-01,sz.002813,200,21.8,4360.0
2026-09-01,sh.603536,500,9.92,4960.0
2026-09-01,sz.000978,800,6.42,5136.0
2026-09-01,sz.001278,300,16.56,4968.0
2026-09-01,sz.002990,100,47.41,4741.0
2026-09-01,sh.601628,100,39.07,3907.0
2026-09-01,sh.600847,300,13.08,3924.0
2026-09-01,sh.603648,500,9.45,4725.0
2026-09-01,sz.000697,500,8.75,4375.0
2026-09-01,sz.002659,1000,4.75,4750.0
2026-09-01,sz.000925,500,9.15,4575.0
2026-09-01,sz.002952,200,21.34,4268.0
2026-09-01,sz.000509,1400,3.5,4900.0
2026-09-01,sz.002963,200,19.7,3940.0
2026-09-01,sh.601107,800,5.95,4760.0
2026-09-01,sh.600676,700,6.91,4837.0
2026-09-01,sh.600345,100,50.56,5056.0
2026-09-01,sh.600713,900,5.34,4806.0
2026-09-01,sh.605003,200,23.44,4688.0
2026-09-01,sz.002250,300,15.19,4557.0
2026-09-01,sz.002633,300,15.01,4503.0
2026-09-01,sh.603329,400,10.62,4248.0
2026-09-01,sh.603730,500,10.33,5165.0
2026-09-01,sh.600308,1500,3.34,5010.0
2026-09-01,sh.603048,200,24.61,4922.0
2026-09-01,sh.603768,400,11.86,4744.0
2026-09-01,sh.603042,300,14.33,4299.0
2026-09-01,sz.002136,300,13.13,3939.0
2026-09-01,sh.603711,400,11.9,4760.0
2026-09-01,sh.603499,300,13.18,3954.0
2026-09-01,sz.001218,200,24.71,4942.0
2026-09-01,sh.603125,200,23.08,4616.0
2026-09-01,sz.002948,800,6.3,5040.0
2026-09-01,sz.003007,100,39.98,3998.0
2026-09-01,sh.603298,100,26.34,2634.0
2026-09-01,sh.601326,1400,3.64,5096.0
2026-09-01,sz.001288,100,29.18,2918.0
2026-09-01,sz.002950,500,9.23,4615.0
2026-09-01,sz.002524,1200,4.13,4956.0
2026-09-01,sh.600653,2900,1.76,5104.0
2026-09-01,sh.600819,900,5.77,5193.0
2026-09-01,sz.002188,900,5.79,5211.0
2026-09-01,sh.603122,400,12.37,4948.0
2026-09-01,sz.001336,200,18.92,3784.0
2026-09-01,sz.002283,600,8.21,4926.0
2026-09-01,sz.002005,2000,2.5,5000.0
2026-09-01,sh.603788,300,13.93,4179.0
2026-09-01,sh.605005,300,16.24,4872.0
2026-09-01,sh.600824,1300,3.8,4940.0
2026-09-01,sz.002203,200,18.7,3740.0
2026-09-01,sz.002919,300,17.36,5208.0
2026-09-01,sz.002552,100,50.05,5005.0
2026-09-01,sh.603285,100,33.1,3310.0
2026-09-01,sh.603660,400,10.76,4304.0
2026-09-01,sh.605018,400,12.01,4804.0
2026-09-01,sz.002529,700,7.24,5068.0
2026-09-01,sh.600307,3400,1.52,5168.0
2026-09-01,sh.605177,200,22.8,4560.0
2026-09-01,sh.600165,1600,3.22,5152.0
2026-09-01,sz.000688,100,29.9,2990.0
2026-09-01,sh.600566,200,25.6,5120.0
2026-09-01,sz.002219,2300,2.23,5129.0
2026-09-01,sh.600748,1300,3.9,5070.0
2026-09-01,sz.002331,700,7.3,5110.0
2026-09-01,sh.603066,500,9.25,4625.0
2026-09-01,sz.000659,1700,2.94,4998.0
2026-09-01,sh.600807,1900,2.74,5206.0
2026-09-01,sz.002128,100,29.35,2935.0
2026-09-01,sh.605298,100,48.81,4881.0
2026-09-01,sz.002076,2300,2.19,5037.0
2026-09-01,sz.002412,400,11.16,4464.0
2026-09-01,sz.001324,200,19.33,3866.0
2026-09-01,sh.603017,500,10.11,5055.0
2026-09-01,sz.003008,200,20.26,4052.0
2026-09-01,sh.600960,1200,4.1,4920.0
2026-09-01,sh.605099,100,31.21,3121.0
2026-09-01,sz.002672,1300,3.8,4940.0
2026-09-01,sh.600665,1400,3.58,5012.0
2026-09-01,sz.002758,500,9.3,4650.0
2026-09-01,sh.605268,500,9.77,4885.0
2026-09-01,sh.603619,200,24.04,4808.0
2026-09-01,sh.603860,100,27.32,2732.0
2026-09-01,sz.000571,800,6.13,4904.0
2026-09-01,sh.603995,200,25.35,5070.0
2026-09-01,sh.600936,900,5.22,4698.0
2026-09-01,sh.600202,900,5.26,4734.0
2026-09-01,sh.603365,200,17.43,3486.0
2026-09-01,sh.605100,100,31.99,3199.0
2026-09-01,sh.600490,600,7.85,4710.0
2026-09-01,sz.001225,100,46.8,4680.0
2026-09-01,sh.601825,500,9.04,4520.0
2026-09-01,sh.601577,500,9.87,4935.0
2026-09-01,sh.600078,400,11.17,4468.0
2026-09-01,sz.002956,300,16.97,5091.0
2026-09-01,sh.603937,400,12.01,4804.0
2026-09-01,sh.603159,200,23.2,4640.0
2026-09-01,sz.002853,200,22.76,4552.0
2026-09-01,sz.000718,2600,2.0,5200.0
2026-09-01,sh.603676,500,9.28,4640.0
2026-09-01,sh.603888,300,16.76,5028.0
2026-09-01,sh.605338,200,18.95,3790.0
2026-09-01,sh.603170,400,12.58,5032.0
2026-09-01,sz.003011,200,20.92,4184.0
2026-09-01,sz.002658,600,7.79,4674.0
2026-09-01,sh.603132,200,20.69,4138.0
2026-09-01,sh.600545,1200,4.3,5160.0
2026-09-01,sz.002871,200,18.89,3778.0
2026-09-01,sz.000668,200,22.6,4520.0
2026-09-01,sz.000820,1400,3.69,5166.0
2026-09-01,sh.601368,1100,4.63,5093.0
2026-09-01,sh.600235,800,5.98,4784.0
2026-09-01,sh.605566,100,29.01,2901.0
2026-09-01,sz.002652,1200,4.16,4992.0
2026-09-01,sh.603165,300,14.8,4440.0
2026-09-01,sh.603016,100,32.92,3292.0
2026-09-01,sz.002014,400,11.53,4612.0
2026-09-01,sz.002150,200,21.45,4290.0
2026-09-01,sz.002972,400,12.64,5056.0
2026-09-01,sh.601588,2900,1.78,5162.0
2026-09-01,sz.001260,200,18.64,3728.0
2026-09-01,sh.603281,200,19.42,3884.0
2026-09-01,sh.603307,200,25.25,5050.0
2026-09-01,sh.600901,700,6.65,4655.0
2026-09-01,sh.603766,300,14.9,4470.0
2026-09-01,sz.002772,400,12.01,4804.0
2026-09-01,sh.600358,900,5.24,4716.0
2026-09-01,sz.002445,1500,3.44,5160.0
2026-09-01,sh.600966,1000,4.9,4900.0
2026-09-01,sz.002787,200,22.32,4464.0
2026-09-01,sz.001299,500,10.13,5065.0
2026-09-01,sh.600995,400,12.74,5096.0
2026-09-01,sh.600173,800,6.26,5008.0
2026-09-01,sh.600546,300,13.77,4131.0
2026-09-01,sh.603095,300,16.55,4965.0
2026-09-01,sh.603226,100,36.73,3673.0
2026-09-01,sh.605599,300,14.97,4491.0
2026-09-01,sz.000637,1100,4.35,4785.0
2026-09-01,sz.002474,700,6.6,4620.0
2026-09-01,sh.600908,900,5.7,5130.0
2026-09-01,sh.601068,1100,4.65,5115.0
2026-09-01,sh.603709,400,12.65,5060.0
2026-09-01,sz.002748,400,12.31,4924.0
2026-09-01,sz.000518,1300,3.98,5174.0
2026-09-01,sh.605388,800,6.31,5048.0
2026-09-01,sh.603091,100,51.73,5173.0
2026-09-01,sh.603289,500,8.92,4460.0
2026-09-01,sh.603637,300,15.09,4527.0
2026-09-01,sh.605055,500,10.05,5025.0
2026-09-01,sh.600683,500,10.42,5210.0
2026-09-01,sz.002062,600,8.19,4914.0
2026-09-01,sz.002441,600,8.42,5052.0
2026-09-01,sz.002888,200,20.97,4194.0
2026-09-01,sz.002099,900,5.6,5040.0
2026-09-01,sz.002775,1400,3.7,5180.0
2026-09-01,sz.002641,1300,4.01,5213.0
2026-09-01,sh.605060,100,41.52,4152.0
2026-09-01,sz.002256,1500,3.4,5100.0
2026-09-01,sh.603408,400,12.18,4872.0
2026-09-01,sh.603880,500,9.62,4810.0
2026-09-01,sh.605167,300,14.58,4374.0
2026-09-01,sh.600814,700,7.05,4935.0
2026-09-01,sh.603876,200,21.73,4346.0
2026-09-01,sh.603687,300,16.3,4890.0
2026-09-01,sh.600854,1000,4.75,4750.0
2026-09-01,sh.603355,100,28.05,2805.0
2026-09-01,sz.000751,900,5.28,4752.0
2026-09-01,sz.002806,300,14.8,4440.0
2026-09-01,sh.603235,200,24.08,4816.0
2026-09-01,sh.603353,100,32.77,3277.0
2026-09-01,sh.600222,600,8.58,5148.0
2026-09-01,sh.600834,600,7.91,4746.0
2026-09-01,sh.603316,300,13.86,4158.0
2026-09-01,sh.600621,300,13.68,4104.0
2026-09-01,sh.603803,400,11.36,4544.0
2026-09-01,sh.603111,800,6.33,5064.0
2026-09-01,sz.002374,1600,3.21,5136.0
2026-09-01,sh.603661,100,31.01,3101.0
2026-09-01,sh.603755,200,25.14,5028.0
2026-09-01,sz.002066,200,22.13,4426.0
2026-09-01,sh.600790,1500,3.45,5175.0
2026-09-01,sh.600724,1000,5.14,5140.0
2026-09-01,sz.002887,500,9.76,4880.0
2026-09-01,sh.600058,500,9.92,4960.0
2026-09-01,sz.000809,1400,3.48,4872.0
2026-09-01,sh.600251,400,11.59,4636.0
2026-09-01,sz.001228,100,28.91,2891.0
2026-09-01,sh.600857,200,20.76,4152.0
2026-09-01,sh.603023,1100,4.38,4818.0
2026-09-01,sz.000430,700,7.14,4998.0
2026-09-01,sh.601156,200,19.39,3878.0
2026-09-01,sz.002500,900,5.46,4914.0
2026-09-01,sz.001332,100,28.01,2801.0
2026-09-01,sz.002394,400,10.95,4380.0
2026-09-01,sz.002072,500,9.08,4540.0
2026-09-01,sh.603286,100,46.3,4630.0
2026-09-01,sz.002191,1400,3.7,5180.0
2026-09-01,sh.603211,200,21.65,4330.0
2026-09-01,sz.001316,100,26.88,2688.0
2026-09-01,sz.002968,500,9.76,4880.0
2026-09-01,sh.603116,800,6.51,5208.0
2026-09-01,sh.600640,400,11.47,4588.0
2026-09-01,sz.000833,200,21.05,4210.0
2026-09-01,sh.603053,500,8.89,4445.0
2026-09-01,sz.002378,200,24.73,4946.0
2026-09-01,sz.000691,400,10.51,4204.0
2026-09-01,sh.605222,200,21.28,4256.0
2026-09-01,sh.600369,1200,4.15,4980.0
2026-09-01,sh.600300,1500,3.32,4980.0
2026-09-01,sh.601968,1100,4.69,5159.0
2026-09-01,sh.601857,400,11.43,4572.0
2026-09-01,sz.002960,600,8.65,5190.0
2026-09-01,sh.603059,200,25.17,5034.0
2026-09-01,sh.603909,500,9.91,4955.0
2026-09-01,sh.603682,400,11.03,4412.0
2026-09-01,sh.600097,500,9.37,4685.0
2026-09-01,sz.001259,100,46.24,4624.0
2026-09-01,sz.002796,100,29.28,2928.0
2026-09-01,sz.002836,500,10.05,5025.0
2026-09-01,sh.600865,500,9.71,4855.0
2026-09-01,sh.603608,200,19.84,3968.0
2026-09-01,sh.603656,200,17.72,3544.0
2026-09-01,sz.000557,1300,3.77,4901.0
2026-09-01,sz.002678,900,5.25,4725.0
2026-09-01,sz.002884,300,15.97,4791.0
2026-09-01,sh.600531,300,13.51,4053.0
2026-09-01,sz.002737,400,11.89,4756.0
2026-09-01,sh.600783,300,15.94,4782.0
2026-09-01,sz.003003,400,11.43,4572.0
2026-09-01,sh.603103,300,15.98,4794.0
2026-09-01,sh.603990,200,23.1,4620.0
2026-09-01,sh.603138,300,13.31,3993.0
2026-09-01,sz.001338,500,9.35,4675.0
2026-09-01,sz.002842,100,36.45,3645.0
2026-09-01,sh.601187,700,7.45,5215.0
2026-09-01,sz.000573,1300,3.9,5070.0
2026-09-01,sz.001378,200,20.43,4086.0
2026-09-01,sz.001360,200,17.84,3568.0
2026-09-01,sz.000899,500,9.48,4740.0
2026-09-01,sh.600295,300,13.68,4104.0
2026-09-01,sz.000889,1200,4.07,4884.0
2026-09-01,sh.600750,200,23.78,4756.0
2026-09-01,sh.601963,400,11.45,4580.0
2026-09-01,sh.605155,300,14.47,4341.0
2026-09-01,sh.603107,400,12.17,4868.0
2026-09-01,sz.002662,1500,3.32,4980.0
2026-09-01,sz.000908,800,6.47,5176.0
2026-09-01,sh.600408,1600,3.18,5088.0
2026-09-01,sh.603706,200,17.62,3524.0
2026-09-01,sz.002091,600,7.79,4674.0
2026-09-01,sz.002577,200,19.65,3930.0
2026-09-01,sh.603895,100,27.07,2707.0
2026-09-01,sz.002478,700,7.26,5082.0
2026-09-01,sz.002861,300,16.33,4899.0
2026-09-01,sh.601518,1800,2.83,5094.0
2026-09-01,sh.603790,200,24.17,4834.0
2026-09-01,sz.002961,200,20.5,4100.0
2026-09-01,sz.001229,100,37.9,3790.0
2026-09-01,sh.600081,500,10.42,5210.0
2026-09-01,sh.600236,500,9.88,4940.0
2026-09-01,sz.002638,1100,4.71,5181.0
2026-09-01,sh.600716,1300,3.73,4849.0
2026-09-01,sh.603237,300,15.88,4764.0
2026-09-01,sh.600928,1400,3.58,5012.0
2026-09-01,sh.603020,400,10.49,4196.0
2026-09-01,sh.600769,300,14.95,4485.0
2026-09-01,sh.600639,500,9.52,4760.0
2026-09-01,sh.603013,300,14.79,4437.0
2026-09-01,sh.600429,1000,4.8,4800.0
2026-09-01,sh.600231,2900,1.78,5162.0
2026-09-01,sh.600382,800,6.52,5216.0
2026-09-01,sh.603648,500,9.45,4725.0
2026-09-01,sz.000820,1400,3.69,5166.0
2026-09-01,sz.003000,500,9.82,4910.0
2026-09-01,sh.603777,300,14.06,4218.0
2026-09-01,sz.000697,500,8.75,4375.0
2026-09-01,sh.600982,1000,4.93,4930.0
2026-09-01,sz.002885,100,27.5,2750.0
2026-09-01,sz.002956,300,16.97,5091.0
2026-09-01,sh.603353,100,32.77,3277.0
2026-09-01,sh.603637,300,15.09,4527.0
2026-09-01,sh.600653,2900,1.76,5104.0
2026-09-01,sz.002099,900,5.6,5040.0
2026-09-01,sz.002806,300,14.8,4440.0
2026-09-01,sz.001336,200,18.92,3784.0
2026-09-01,sz.002950,500,9.23,4615.0
2026-09-01,sz.002346,200,19.85,3970.0
2026-09-01,sh.603331,400,12.76,5104.0
2026-09-01,sh.600449,400,12.43,4972.0
2026-09-01,sh.600078,400,11.17,4468.0
2026-09-01,sh.601665,700,7.13,4991.0
2026-09-01,sz.000048,200,23.25,4650.0
2026-09-01,sh.600769,300,14.95,4485.0
2026-09-01,sh.605116,200,20.08,4016.0
2026-09-01,sh.603016,100,32.92,3292.0
2026-09-01,sh.600716,1300,3.73,4849.0
2026-09-01,sh.603798,300,13.29,3987.0
2026-09-01,sz.001259,100,46.24,4624.0
2026-09-01,sh.603608,200,19.84,3968.0
2026-09-01,sz.002577,200,19.65,3930.0
2026-09-01,sz.001299,500,10.13,5065.0
2026-09-01,sz.002729,300,14.29,4287.0
2026-09-01,sz.002627,700,7.26,5082.0
2026-09-01,sz.002868,200,23.27,4654.0
2026-09-01,sh.600517,1000,5.19,5190.0
2026-09-01,sz.000529,1000,5.11,5110.0
