date,nav,涨幅%
2026-09-01,2993326.83,
2026-09-02,2977917.51,-0.5148
2026-09-03,2956126.65,-0.7317
2026-09-04,2962176.02,0.2046
2026-09-07,2980091.19,0.6048
2026-09-08,3018312.99,1.2826
2026-09-09,3007949.35,-0.3434
2026-09-10,2973026.61,-1.161
2026-09-11,2918074.69,-1.8483
2026-09-14,2929160.0,0.3799
