date,pre_nav,post_nav,月涨幅%,买入额,卖出额,换手率%,费用,分红入账,期末现金,期末持仓,较本金盈亏
2020-01-02,600000.0,597597.0668569796,,359558.37,0.0,29.9631975,2403.000000000001,0.0,238038.69399549306,359558.37286148657,-2402.9331430203747
2020-02-03,555449.881991988,554545.4855722286,-7.2041152261971275,102971.25,14383.0,10.563891883380826,904.4699999999996,0.0,148546.04620199493,405999.4393702336,-45454.51442777144
2020-03-02,603928.5230906559,601672.8510022608,8.498376897145254,116515.06,206335.50000000003,26.729202849021327,2255.5899999999992,0.0,236110.8056753374,365562.04532692337,1672.8510022608098
2020-04-01,586835.564545358,584686.3297447469,-2.8232155114225166,145123.34999999998,154277.89,25.50980701314146,2149.3699999999994,0.0,243116.11426983876,341570.2154749081,-15313.670255253091
2020-05-06,590192.6377685387,588562.9106475565,0.6630189052824198,117527.31000000001,115552.65999999999,19.746092638604644,1629.779999999999,0.0,239603.49462569327,348959.41602186323,-11437.089352443465
2020-06-01,606036.6862690864,604594.8105014196,2.723905900938317,107693.56,104108.70999999999,17.474376947698314,1441.8899999999999,0.0,235547.3976548472,369047.41284657235,4594.81050141959
2020-07-01,616206.0756053572,614576.5647210574,1.6509824507688897,123069.43,113769.19,19.2174849758931,1629.4500000000023,0.0,227028.30214615702,387548.2625749004,14576.564721057424
2020-08-03,681670.5129279406,679823.7744506636,10.616612066752085,116819.31,176786.72,21.535773106782244,1846.6299999999987,0.0,286381.2565835611,393442.5178671025,79823.7744506636
2020-09-01,682935.1893643849,681410.8705591923,0.23345698814536409,110215.29999999999,128305.33,17.462903780225012,1524.1400000000006,0.0,303183.11750194733,378227.75305724493,81410.87055919226
2020-10-09,663010.4697136697,661427.6767763952,-2.9326203390911743,129176.96,105838.68,17.723373214716712,1582.7800000000002,0.0,278310.9168468556,383116.7599295396,61427.67677639518
2020-11-02,646523.4371871075,645232.4093121301,-2.448531870210835,118284.22,70855.07,14.627411716341385,1290.990000000001,0.0,229692.09658202078,415540.3127301093,45232.40931213007
2020-12-01,681126.3373575858,679646.4082165543,5.333581885806438,96598.36,133863.49,16.917702147157566,1479.7199999999987,0.0,265477.29023210774,414169.1179844466,79646.40821655432
