date,nav,涨幅%,较本金盈亏
2021-01-04,5988992.68,,-11007.32
2021-01-05,5951389.09,-0.6279,-48610.91
2021-01-06,5870477.89,-1.3595,-129522.11
2021-01-07,5702879.02,-2.8549,-297120.98
2021-01-08,5687988.53,-0.2611,-312011.47
2021-01-11,5540998.63,-2.5842,-459001.37
2021-01-12,5568533.8,0.4969,-431466.2
2021-01-13,5462433.31,-1.9054,-537566.69
2021-01-14,5504498.07,0.7701,-495501.93
2021-01-15,5598770.78,1.7126,-401229.22
2021-01-18,5665790.87,1.1971,-334209.13
2021-01-19,5720610.32,0.9676,-279389.68
2021-01-20,5718299.95,-0.0404,-281700.05
2021-01-21,5743863.28,0.447,-256136.72
2021-01-22,5663270.97,-1.4031,-336729.03
2021-01-25,5550858.62,-1.9849,-449141.38
2021-01-26,5522155.68,-0.5171,-477844.32
2021-01-27,5534540.58,0.2243,-465459.42
2021-01-28,5505252.51,-0.5292,-494747.49
2021-01-29,5424228.76,-1.4718,-575771.24
2021-02-01,5420185.76,-0.0745,-579814.24
2021-02-02,5416022.16,-0.0768,-583977.84
2021-02-03,5336334.37,-1.4713,-663665.63
2021-02-04,5247196.74,-1.6704,-752803.26
2021-02-05,5228211.82,-0.3618,-771788.18
2021-02-08,5226935.98,-0.0244,-773064.02
2021-02-09,5280112.89,1.0174,-719887.11
2021-02-10,5323326.37,0.8184,-676673.63
2021-02-18,5475785.06,2.864,-524214.94
2021-02-19,5633840.96,2.8865,-366159.04
2021-02-22,5715704.46,1.4531,-284295.54
2021-02-23,5682557.96,-0.5799,-317442.04
2021-02-24,5693622.62,0.1947,-306377.38
2021-02-25,5667590.03,-0.4572,-332409.97
2021-02-26,5689547.51,0.3874,-310452.49
2021-03-01,5783807.84,1.6567,-216192.16
2021-03-02,5752244.13,-0.5457,-247755.87
2021-03-03,5811709.51,1.0338,-188290.49
2021-03-04,5813729.4,0.0348,-186270.6
2021-03-05,5881514.31,1.1659,-118485.69
2021-03-08,5858564.87,-0.3902,-141435.13
2021-03-09,5769080.58,-1.5274,-230919.42
2021-03-10,5693713.19,-1.3064,-306286.81
2021-03-11,5784109.77,1.5877,-215890.23
2021-03-12,5810197.52,0.451,-189802.48
2021-03-15,5826803.52,0.2858,-173196.48
2021-03-16,5917155.36,1.5506,-82844.64
2021-03-17,5916550.81,-0.0102,-83449.19
2021-03-18,5908641.89,-0.1337,-91358.11
2021-03-19,5917173.53,0.1444,-82826.47
2021-03-22,6006255.3,1.5055,6255.3
2021-03-23,5956461.37,-0.829,-43538.63
2021-03-24,5948800.73,-0.1286,-51199.27
2021-03-25,5916199.6,-0.548,-83800.4
2021-03-26,5968343.43,0.8814,-31656.57
2021-03-29,5995225.69,0.4504,-4774.31
2021-03-30,5942218.68,-0.8842,-57781.32
2021-03-31,6000744.94,0.9849,744.94
2021-04-01,5987471.73,-0.2212,-12528.27
2021-04-02,5987378.94,-0.0015,-12621.06
2021-04-06,6048034.37,1.0131,48034.37
2021-04-07,6105595.08,0.9517,105595.08
2021-04-08,6059126.17,-0.7611,59126.17
2021-04-09,6077815.14,0.3084,77815.14
2021-04-12,6048860.6,-0.4764,48860.6
2021-04-13,6007267.18,-0.6876,7267.18
2021-04-14,6081496.44,1.2357,81496.44
2021-04-15,6082335.98,0.0138,82335.98
2021-04-16,6180198.55,1.609,180198.55
2021-04-19,6210769.31,0.4947,210769.31
2021-04-20,6178980.8,-0.5118,178980.8
2021-04-21,6164848.97,-0.2287,164848.97
2021-04-22,6177962.57,0.2127,177962.57
2021-04-23,6097971.81,-1.2948,97971.81
2021-04-26,6062526.43,-0.5813,62526.43
2021-04-27,6039399.11,-0.3815,39399.11
2021-04-28,6057126.49,0.2935,57126.49
2021-04-29,6061122.5,0.066,61122.5
2021-04-30,6018126.72,-0.7094,18126.72
2021-05-06,6064213.0,0.7658,64213.0
2021-05-07,6061940.45,-0.0375,61940.45
2021-05-10,6107536.5,0.7522,107536.5
2021-05-11,6140031.59,0.532,140031.59
2021-05-12,6194093.36,0.8805,194093.36
2021-05-13,6175633.23,-0.298,175633.23
2021-05-14,6237671.49,1.0046,237671.49
2021-05-17,6154430.24,-1.3345,154430.24
2021-05-18,6190069.22,0.5791,190069.22
2021-05-19,6175927.66,-0.2285,175927.66
2021-05-20,6150436.74,-0.4127,150436.74
2021-05-21,6179746.4,0.4765,179746.4
2021-05-24,6215471.06,0.5781,215471.06
2021-05-25,6241120.91,0.4127,241120.91
2021-05-26,6278110.83,0.5927,278110.83
2021-05-27,6309598.15,0.5015,309598.15
2021-05-28,6288059.38,-0.3414,288059.38
2021-05-31,6323657.57,0.5661,323657.57
2021-06-01,6361363.43,0.5963,361363.43
2021-06-02,6337471.09,-0.3756,337471.09
2021-06-03,6371377.15,0.535,371377.15
2021-06-04,6355470.55,-0.2497,355470.55
2021-06-07,6394895.41,0.6203,394895.41
2021-06-08,6417023.73,0.346,417023.73
2021-06-09,6437160.84,0.3138,437160.84
2021-06-10,6439941.51,0.0432,439941.51
2021-06-11,6418558.6,-0.332,418558.6
2021-06-15,6338131.63,-1.253,338131.63
2021-06-16,6304154.01,-0.5361,304154.01
2021-06-17,6301553.18,-0.0413,301553.18
2021-06-18,6330628.01,0.4614,330628.01
2021-06-21,6375147.95,0.7032,375147.95
2021-06-22,6421153.65,0.7216,421153.65
2021-06-23,6422845.56,0.0263,422845.56
2021-06-24,6391584.07,-0.4867,391584.07
2021-06-25,6398230.37,0.104,398230.37
2021-06-28,6414627.4,0.2563,414627.4
2021-06-29,6366930.39,-0.7436,366930.39
2021-06-30,6388061.6,0.3319,388061.6
2021-07-01,6320731.45,-1.054,320731.45
2021-07-02,6309589.76,-0.1763,309589.76
2021-07-05,6380710.55,1.1272,380710.55
2021-07-06,6401966.84,0.3331,401966.84
2021-07-07,6417632.18,0.2447,417632.18
2021-07-08,6364664.41,-0.8253,364664.41
2021-07-09,6418327.71,0.8431,418327.71
2021-07-12,6476276.27,0.9029,476276.27
2021-07-13,6504422.02,0.4346,504422.02
2021-07-14,6472468.41,-0.4913,472468.41
2021-07-15,6420568.24,-0.8019,420568.24
2021-07-16,6420967.73,0.0062,420967.73
2021-07-19,6420353.53,-0.0096,420353.53
2021-07-20,6437883.83,0.273,437883.83
2021-07-21,6479453.65,0.6457,479453.65
2021-07-22,6488734.78,0.1432,488734.78
2021-07-23,6427514.29,-0.9435,427514.29
2021-07-26,6345229.66,-1.2802,345229.66
2021-07-27,6247546.23,-1.5395,247546.23
2021-07-28,6095877.27,-2.4277,95877.27
2021-07-29,6193649.46,1.6039,193649.46
2021-07-30,6229312.95,0.5758,229312.95
2021-08-02,6310637.95,1.3055,310637.95
2021-08-03,6328184.54,0.278,328184.54
2021-08-04,6349833.82,0.3421,349833.82
2021-08-05,6312352.69,-0.5903,312352.69
2021-08-06,6306483.63,-0.093,306483.63
2021-08-09,6390129.08,1.3263,390129.08
2021-08-10,6460928.48,1.1079,460928.48
2021-08-11,6483791.81,0.3539,483791.81
2021-08-12,6502821.67,0.2935,502821.67
2021-08-13,6519298.34,0.2534,519298.34
2021-08-16,6538909.91,0.3008,538909.91
2021-08-17,6413960.68,-1.9109,413960.68
2021-08-18,6484413.76,1.0984,484413.76
2021-08-19,6468914.35,-0.239,468914.35
2021-08-20,6436779.45,-0.4968,436779.45
2021-08-23,6562777.23,1.9575,562777.23
2021-08-24,6600924.37,0.5813,600924.37
2021-08-25,6670634.39,1.0561,670634.39
2021-08-26,6672500.75,0.028,672500.75
2021-08-27,6644565.37,-0.4187,644565.37
2021-08-30,6625719.82,-0.2836,625719.82
2021-08-31,6665346.45,0.5981,665346.45
2021-09-01,6667406.84,0.0309,667406.84
2021-09-02,6700272.98,0.4929,700272.98
2021-09-03,6736987.83,0.548,736987.83
2021-09-06,6793023.46,0.8318,793023.46
2021-09-07,6865177.7,1.0622,865177.7
2021-09-08,6955135.57,1.3104,955135.57
2021-09-09,6997889.23,0.6147,997889.23
