date,nav,涨幅%,较本金盈亏
2026-01-05,2993352.03,,-6647.97
2026-01-06,3017277.91,0.7993,17277.91
2026-01-07,3009507.47,-0.2575,9507.47
2026-01-08,3039088.69,0.9829,39088.69
2026-01-09,3060569.24,0.7068,60569.24
2026-01-12,3095266.9,1.1337,95266.9
2026-01-13,3087998.04,-0.2348,87998.04
2026-01-14,3093757.56,0.1865,93757.56
2026-01-15,3092245.86,-0.0489,92245.86
2026-01-16,3081986.3,-0.3318,81986.3
2026-01-19,3120706.01,1.2563,120706.01
2026-01-20,3130153.05,0.3027,130153.05
2026-01-21,3152087.12,0.7007,152087.12
2026-01-22,3181992.54,0.9487,181992.54
2026-01-23,3202174.12,0.6342,202174.12
2026-01-26,3192555.44,-0.3004,192555.44
2026-01-27,3178654.32,-0.4354,178654.32
2026-01-28,3167904.74,-0.3382,167904.74
2026-01-29,3162325.83,-0.1761,162325.83
2026-01-30,3172764.16,0.3301,172764.16
2026-02-02,3114647.01,-1.8318,114647.01
2026-02-03,3156998.85,1.3598,156998.85
2026-02-04,3189379.51,1.0257,189379.51
2026-02-05,3186211.69,-0.0993,186211.69
2026-02-06,3198756.96,0.3937,198756.96
2026-02-09,3239695.27,1.2798,239695.27
2026-02-10,3242447.72,0.085,242447.72
2026-02-11,3241437.71,-0.0311,241437.71
2026-02-12,3210767.64,-0.9462,210767.64
2026-02-13,3194756.65,-0.4987,194756.65
2026-02-24,3245606.08,1.5917,245606.08
2026-02-25,3262742.77,0.528,262742.77
2026-02-26,3258641.29,-0.1257,258641.29
2026-02-27,3276235.18,0.5399,276235.18
2026-03-02,3212490.0,-1.9457,212490.0
2026-03-03,3154746.59,-1.7975,154746.59
2026-03-04,3130684.52,-0.7627,130684.52
2026-03-05,3158556.6,0.8903,158556.6
2026-03-06,3221713.96,1.9996,221713.96
2026-03-09,3201690.89,-0.6215,201690.89
2026-03-10,3235847.34,1.0668,235847.34
2026-03-11,3225428.57,-0.322,225428.57
2026-03-12,3211480.21,-0.4324,211480.21
2026-03-13,3205058.56,-0.2,205058.56
2026-03-16,3212998.19,0.2477,212998.19
2026-03-17,3181640.02,-0.976,181640.02
2026-03-18,3201815.11,0.6341,201815.11
2026-03-19,3140386.0,-1.9186,140386.0
2026-03-20,3074925.98,-2.0845,74925.98
2026-03-23,2932141.94,-4.6435,-67858.06
2026-03-24,3043152.5,3.786,43152.5
2026-03-25,3102887.47,1.9629,102887.47
2026-03-26,3077254.18,-0.8261,77254.18
2026-03-27,3114367.15,1.206,114367.15
2026-03-30,3129206.78,0.4765,129206.78
2026-03-31,3094804.05,-1.0994,94804.05
2026-04-01,3109759.21,0.4832,109759.21
2026-04-02,3074275.45,-1.141,74275.45
2026-04-03,2997742.66,-2.4895,-2257.34
2026-04-07,3051217.42,1.7838,51217.42
2026-04-08,3124284.84,2.3947,124284.84
2026-04-09,3083885.51,-1.2931,83885.51
2026-04-10,3112217.26,0.9187,112217.26
2026-04-13,3110693.15,-0.049,110693.15
2026-04-14,3120756.13,0.3235,120756.13
2026-04-15,3103455.84,-0.5544,103455.84
2026-04-16,3146147.34,1.3756,146147.34
2026-04-17,3134494.29,-0.3704,134494.29
2026-04-20,3153786.51,0.6155,153786.51
2026-04-21,3152029.79,-0.0557,152029.79
2026-04-22,3148457.63,-0.1133,148457.63
2026-04-23,3126976.41,-0.6823,126976.41
2026-04-24,3128044.78,0.0342,128044.78
2026-04-27,3160809.0,1.0474,160809.0
2026-04-28,3151958.9,-0.28,151958.9
2026-04-29,3180594.29,0.9085,180594.29
2026-04-30,3193740.64,0.4133,193740.64
2026-05-06,3206448.1,0.3979,206448.1
2026-05-07,3217671.16,0.35,217671.16
2026-05-08,3252902.95,1.0949,252902.95
2026-05-11,3262017.54,0.2802,262017.54
2026-05-12,3230601.36,-0.9631,230601.36
2026-05-13,3247043.99,0.509,247043.99
2026-05-14,3217704.68,-0.9036,217704.68
2026-05-15,3204609.03,-0.407,204609.03
2026-05-18,3209960.46,0.167,209960.46
2026-05-19,3233303.78,0.7272,233303.78
2026-05-20,3204446.88,-0.8925,204446.88
2026-05-21,3131506.64,-2.2762,131506.64
2026-05-22,3168415.42,1.1786,168415.42
2026-05-25,3156817.05,-0.3661,156817.05
2026-05-26,3118962.03,-1.1992,118962.03
2026-05-27,3062322.52,-1.816,62322.52
2026-05-28,3065963.34,0.1189,65963.34
2026-05-29,3024873.23,-1.3402,24873.23
2026-06-01,3085959.29,2.0195,85959.29
2026-06-02,3036538.48,-1.6015,36538.48
2026-06-03,3011202.73,-0.8344,11202.73
2026-06-04,2973653.08,-1.247,-26346.92
2026-06-05,2997581.29,0.8047,-2418.71
2026-06-08,2934109.0,-2.1175,-65891.0
2026-06-09,2939020.2,0.1674,-60979.8
2026-06-10,2917001.01,-0.7492,-82998.99
2026-06-11,2889826.15,-0.9316,-110173.85
2026-06-12,2927561.44,1.3058,-72438.56
2026-06-15,2936191.79,0.2948,-63808.21
2026-06-16,2934169.09,-0.0689,-65830.91
2026-06-17,2895531.79,-1.3168,-104468.21
2026-06-18,2876913.2,-0.643,-123086.8
2026-06-22,2895346.09,0.6407,-104653.91
2026-06-23,2923582.45,0.9752,-76417.55
2026-06-24,2853102.85,-2.4107,-146897.15
2026-06-25,2810662.9,-1.4875,-189337.1
2026-06-26,2756308.13,-1.9339,-243691.87
2026-06-29,2751672.15,-0.1682,-248327.85
2026-06-30,2742829.81,-0.3213,-257170.19
2026-07-01,2798641.94,2.0348,-201358.06
2026-07-02,2805278.22,0.2371,-194721.78
2026-07-03,2853848.53,1.7314,-146151.47
2026-07-06,2846752.18,-0.2487,-153247.82
2026-07-07,2778035.81,-2.4139,-221964.19
2026-07-08,2764882.07,-0.4735,-235117.93
2026-07-09,2751665.48,-0.478,-248334.52
2026-07-10,2790585.85,1.4144,-209414.15
2026-07-13,2731267.55,-2.1257,-268732.45
2026-07-14,2778642.18,1.7345,-221357.82
2026-07-15,2809790.11,1.121,-190209.89
2026-07-16,2822402.12,0.4489,-177597.88
2026-07-17,2751045.81,-2.5282,-248954.19
2026-07-20,2711740.81,-1.4287,-288259.19
2026-07-21,2682106.43,-1.0928,-317893.57
2026-07-22,2663079.69,-0.7094,-336920.31
2026-07-23,2724003.64,2.2877,-275996.36
2026-07-24,2665847.65,-2.1349,-334152.35
2026-07-27,2721719.21,2.0958,-278280.79
2026-07-28,2740886.63,0.7042,-259113.37
2026-07-29,2785937.16,1.6436,-214062.84
2026-07-30,2780710.02,-0.1876,-219289.98
2026-07-31,2817950.89,1.3393,-182049.11
2026-08-03,2864046.05,1.6358,-135953.95
2026-08-04,2881692.77,0.6161,-118307.23
2026-08-05,2898805.63,0.5938,-101194.37
2026-08-06,2918832.2,0.6909,-81167.8
2026-08-07,2913458.19,-0.1841,-86541.81
2026-08-10,2978030.73,2.2164,-21969.27
2026-08-11,2970519.89,-0.2522,-29480.11
2026-08-12,3000224.42,1.0,224.42
2026-08-13,2970962.77,-0.9753,-29037.23
2026-08-14,2967610.24,-0.1128,-32389.76
2026-08-17,3011861.45,1.4911,11861.45
2026-08-18,3016274.97,0.1465,16274.97
2026-08-19,2939200.05,-2.5553,-60799.95
2026-08-20,2981950.95,1.4545,-18049.05
2026-08-21,2979933.77,-0.0676,-20066.23
2026-08-24,2965505.49,-0.4842,-34494.51
2026-08-25,3020778.76,1.8639,20778.76
2026-08-26,3037345.1,0.5484,37345.1
2026-08-27,3047901.67,0.3476,47901.67
2026-08-28,3078512.56,1.0043,78512.56
2026-08-31,3097437.91,0.6148,97437.91
2026-09-01,3128910.42,1.0161,128910.42
2026-09-02,3113013.1,-0.5081,113013.1
2026-09-03,3090558.24,-0.7213,90558.24
2026-09-04,3097294.61,0.218,97294.61
2026-09-07,3116450.78,0.6185,116450.78
2026-09-08,3157459.58,1.3159,157459.58
2026-09-09,3146413.94,-0.3498,146413.94
2026-09-10,3110738.2,-1.1339,110738.2
2026-09-11,3050991.27,-1.9207,50991.27
2026-09-14,3060990.59,0.3277,60990.59
2026-09-15,2999587.44,-2.006,-412.56
2026-09-16,3028496.53,0.9638,28496.53
