date,nav,涨幅%,较本金盈亏
2023-01-03,2993357.67,,-6642.33
2023-01-04,3013380.5,0.6689,13380.5
2023-01-05,3020527.98,0.2372,20527.98
2023-01-06,3011649.14,-0.2939,11649.14
2023-01-09,3028416.16,0.5567,28416.16
2023-01-10,3017484.68,-0.361,17484.68
2023-01-11,2997239.17,-0.6709,-2760.83
2023-01-12,3001437.04,0.1401,1437.04
2023-01-13,3014724.37,0.4427,14724.37
2023-01-16,3037125.2,0.743,37125.2
2023-01-17,3035068.15,-0.0677,35068.15
2023-01-18,3055768.59,0.682,55768.59
2023-01-19,3067684.87,0.39,67684.87
2023-01-20,3085208.32,0.5712,85208.32
2023-01-30,3132966.07,1.548,132966.07
2023-01-31,3151883.3,0.6038,151883.3
2023-02-01,3192228.18,1.28,192228.18
2023-02-02,3200396.33,0.2559,200396.33
2023-02-03,3197665.63,-0.0853,197665.63
2023-02-06,3204161.62,0.2031,204161.62
2023-02-07,3225878.89,0.6778,225878.89
2023-02-08,3218039.15,-0.243,218039.15
2023-02-09,3239162.64,0.6564,239162.64
2023-02-10,3241726.86,0.0792,241726.86
2023-02-13,3267947.61,0.8089,267947.61
2023-02-14,3272880.26,0.1509,272880.26
2023-02-15,3276875.45,0.1221,276875.45
2023-02-16,3212139.2,-1.9755,212139.2
2023-02-17,3208815.35,-0.1035,208815.35
2023-02-20,3241410.11,1.0158,241410.11
2023-02-21,3252294.27,0.3358,252294.27
2023-02-22,3260550.49,0.2539,260550.49
2023-02-23,3263636.89,0.0947,263636.89
2023-02-24,3265388.66,0.0537,265388.66
2023-02-27,3243536.74,-0.6692,243536.74
2023-02-28,3274564.99,0.9566,274564.99
2023-03-01,3291853.39,0.528,291853.39
2023-03-02,3285739.49,-0.1857,285739.49
2023-03-03,3279408.05,-0.1927,279408.05
2023-03-06,3281046.2,0.05,281046.2
2023-03-07,3227546.81,-1.6306,227546.81
2023-03-08,3249233.01,0.6719,249233.01
2023-03-09,3250574.39,0.0413,250574.39
2023-03-10,3206724.2,-1.349,206724.2
2023-03-13,3211011.58,0.1337,211011.58
2023-03-14,3169689.89,-1.2869,169689.89
2023-03-15,3209495.54,1.2558,209495.54
2023-03-16,3166831.23,-1.3293,166831.23
2023-03-17,3179540.47,0.4013,179540.47
2023-03-20,3173114.6,-0.2021,173114.6
2023-03-21,3214204.65,1.2949,214204.65
2023-03-22,3230632.12,0.5111,230632.12
2023-03-23,3223631.3,-0.2167,223631.3
2023-03-24,3223537.53,-0.0029,223537.53
2023-03-27,3215155.06,-0.26,215155.06
2023-03-28,3196342.3,-0.5851,196342.3
2023-03-29,3176208.43,-0.6299,176208.43
2023-03-30,3156895.53,-0.608,156895.53
2023-03-31,3187021.0,0.9543,187021.0
2023-04-03,3200069.5,0.4094,200069.5
2023-04-04,3160887.74,-1.2244,160887.74
2023-04-06,3137932.65,-0.7262,137932.65
2023-04-07,3162798.4,0.7924,162798.4
2023-04-10,3118875.32,-1.3887,118875.32
2023-04-11,3122194.84,0.1064,122194.84
2023-04-12,3145213.41,0.7373,145213.41
2023-04-13,3142253.51,-0.0941,142253.51
2023-04-14,3141351.86,-0.0287,141351.86
2023-04-17,3149364.62,0.2551,149364.62
2023-04-18,3134298.53,-0.4784,134298.53
2023-04-19,3122610.69,-0.3729,122610.69
2023-04-20,3101054.44,-0.6903,101054.44
2023-04-21,3039586.9,-1.9821,39586.9
2023-04-24,3034426.33,-0.1698,34426.33
2023-04-25,2986739.99,-1.5715,-13260.01
2023-04-26,3026510.98,1.3316,26510.98
2023-04-27,3040181.0,0.4517,40181.0
2023-04-28,3098803.13,1.9282,98803.13
2023-05-04,3136170.99,1.2059,136170.99
2023-05-05,3123078.76,-0.4175,123078.76
2023-05-08,3133470.62,0.3327,133470.62
2023-05-09,3098634.92,-1.1117,98634.92
2023-05-10,3113191.89,0.4698,113191.89
2023-05-11,3140636.49,0.8816,140636.49
2023-05-12,3123288.02,-0.5524,123288.02
2023-05-15,3143223.66,0.6383,143223.66
2023-05-16,3124959.45,-0.5811,124959.45
2023-05-17,3157414.56,1.0386,157414.56
2023-05-18,3170945.05,0.4285,170945.05
2023-05-19,3170705.17,-0.0076,170705.17
2023-05-22,3189959.18,0.6072,189959.18
2023-05-23,3174800.19,-0.4752,174800.19
2023-05-24,3175782.1,0.0309,175782.1
2023-05-25,3178134.59,0.0741,178134.59
2023-05-26,3188488.84,0.3258,188488.84
2023-05-29,3172509.6,-0.5012,172509.6
2023-05-30,3187178.23,0.4624,187178.23
2023-05-31,3174228.68,-0.4063,174228.68
2023-06-01,3170737.01,-0.11,170737.01
2023-06-02,3200363.46,0.9344,200363.46
2023-06-05,3219608.44,0.6013,219608.44
2023-06-06,3165806.58,-1.6711,165806.58
2023-06-07,3182559.21,0.5292,182559.21
2023-06-08,3178625.27,-0.1236,178625.27
2023-06-09,3181489.81,0.0901,181489.81
2023-06-12,3210665.73,0.9171,210665.73
2023-06-13,3220192.62,0.2967,220192.62
2023-06-14,3221750.96,0.0484,221750.96
2023-06-15,3216267.17,-0.1702,216267.17
2023-06-16,3223507.5,0.2251,223507.5
2023-06-19,3207496.77,-0.4967,207496.77
2023-06-20,3186853.73,-0.6436,186853.73
2023-06-21,3160742.23,-0.8194,160742.23
2023-06-26,3126137.85,-1.0948,126137.85
2023-06-27,3192057.7,2.1087,192057.7
2023-06-28,3198679.61,0.2074,198679.61
2023-06-29,3226651.79,0.8745,226651.79
2023-06-30,3263101.4,1.1296,263101.4
2023-07-03,3275948.27,0.3937,275948.27
2023-07-04,3295752.95,0.6045,295752.95
2023-07-05,3290598.11,-0.1564,290598.11
2023-07-06,3296413.87,0.1767,296413.87
2023-07-07,3296917.87,0.0153,296917.87
2023-07-10,3303292.38,0.1933,303292.38
2023-07-11,3327065.57,0.7197,327065.57
2023-07-12,3304359.76,-0.6825,304359.76
2023-07-13,3324929.61,0.6225,324929.61
2023-07-14,3323102.11,-0.055,323102.11
2023-07-17,3324956.83,0.0558,324956.83
2023-07-18,3336583.91,0.3497,336583.91
2023-07-19,3338570.14,0.0595,338570.14
2023-07-20,3317469.56,-0.632,317469.56
2023-07-21,3317339.07,-0.0039,317339.07
2023-07-24,3325199.51,0.237,325199.51
2023-07-25,3373006.55,1.4377,373006.55
2023-07-26,3378204.25,0.1541,378204.25
2023-07-27,3362246.83,-0.4724,362246.83
2023-07-28,3384641.25,0.6661,384641.25
2023-07-31,3411490.91,0.7933,411490.91
2023-08-01,3404691.59,-0.1993,404691.59
2023-08-02,3405106.28,0.0122,405106.28
2023-08-03,3398073.51,-0.2065,398073.51
2023-08-04,3388169.63,-0.2915,388169.63
2023-08-07,3367427.37,-0.6122,367427.37
2023-08-08,3364420.68,-0.0893,364420.68
2023-08-09,3334505.99,-0.8891,334505.99
2023-08-10,3348103.96,0.4078,348103.96
2023-08-11,3303627.32,-1.3284,303627.32
2023-08-14,3315394.05,0.3562,315394.05
2023-08-15,3304400.05,-0.3316,304400.05
2023-08-16,3286123.39,-0.5531,286123.39
2023-08-17,3325725.68,1.2051,325725.68
2023-08-18,3293503.49,-0.9689,293503.49
2023-08-21,3278978.5,-0.441,278978.5
2023-08-22,3272495.54,-0.1977,272495.54
2023-08-23,3237157.51,-1.0798,237157.51
2023-08-24,3230649.3,-0.201,230649.3
2023-08-25,3186497.77,-1.3666,186497.77
2023-08-28,3223950.1,1.1753,223950.1
2023-08-29,3304327.97,2.4931,304327.97
2023-08-30,3308889.71,0.1381,308889.71
2023-08-31,3290754.05,-0.5481,290754.05
2023-09-01,3288290.77,-0.0749,288290.77
2023-09-04,3337032.76,1.4823,337032.76
2023-09-05,3323017.74,-0.42,323017.74
2023-09-06,3337252.13,0.4284,337252.13
2023-09-07,3295766.77,-1.2431,295766.77
2023-09-08,3294315.79,-0.044,294315.79
2023-09-11,3313638.78,0.5866,313638.78
2023-09-12,3309565.88,-0.1229,309565.88
2023-09-13,3286021.7,-0.7114,286021.7
2023-09-14,3270317.5,-0.4779,270317.5
2023-09-15,3280666.93,0.3165,280666.93
2023-09-18,3313867.83,1.012,313867.83
2023-09-19,3285637.68,-0.8519,285637.68
2023-09-20,3266534.16,-0.5814,266534.16
2023-09-21,3247705.58,-0.5764,247705.58
2023-09-22,3286361.48,1.1903,286361.48
2023-09-25,3273382.21,-0.3949,273382.21
2023-09-26,3256174.68,-0.5257,256174.68
2023-09-27,3261799.98,0.1728,261799.98
2023-09-28,3294204.91,0.9935,294204.91
2023-10-09,3258215.45,-1.0925,258215.45
2023-10-10,3250300.51,-0.2429,250300.51
2023-10-11,3245309.65,-0.1536,245309.65
2023-10-12,3261030.78,0.4844,261030.78
2023-10-13,3233773.19,-0.8359,233773.19
2023-10-16,3234455.06,0.0211,234455.06
2023-10-17,3232691.13,-0.0545,232691.13
2023-10-18,3185458.73,-1.4611,185458.73
2023-10-19,3167435.36,-0.5658,167435.36
2023-10-20,3155921.24,-0.3635,155921.24
2023-10-23,3089462.25,-2.1059,89462.25
2023-10-24,3178250.89,2.8739,178250.89
2023-10-25,3227301.52,1.5433,227301.52
2023-10-26,3233794.41,0.2012,233794.41
2023-10-27,3275736.47,1.297,275736.47
2023-10-30,3298926.41,0.7079,298926.41
2023-10-31,3298154.63,-0.0234,298154.63
2023-11-01,3320000.18,0.6624,320000.18
2023-11-02,3302024.94,-0.5414,302024.94
2023-11-03,3320384.99,0.556,320384.99
2023-11-06,3358786.62,1.1565,358786.62
2023-11-07,3374012.33,0.4533,374012.33
2023-11-08,3376030.07,0.0598,376030.07
2023-11-09,3365022.18,-0.3261,365022.18
2023-11-10,3370704.16,0.1689,370704.16
2023-11-13,3403179.87,0.9635,403179.87
2023-11-14,3406901.01,0.1093,406901.01
2023-11-15,3421853.75,0.4389,421853.75
2023-11-16,3409331.91,-0.3659,409331.91
2023-11-17,3436702.32,0.8028,436702.32
2023-11-20,3472437.87,1.0398,472437.87
2023-11-21,3472909.55,0.0136,472909.55
2023-11-22,3466604.1,-0.1816,466604.1
2023-11-23,3489884.47,0.6716,489884.47
2023-11-24,3467573.79,-0.6393,467573.79
2023-11-27,3461675.96,-0.1701,461675.96
2023-11-28,3491261.16,0.8546,491261.16
2023-11-29,3480810.13,-0.2993,480810.13
2023-11-30,3471242.01,-0.2749,471242.01
2023-12-01,3484157.5,0.3721,484157.5
2023-12-04,3497688.76,0.3884,497688.76
2023-12-05,3464541.83,-0.9477,464541.83
2023-12-06,3489591.25,0.723,489591.25
2023-12-07,3479623.38,-0.2856,479623.38
2023-12-08,3421170.65,-1.6799,421170.65
2023-12-11,3453612.31,0.9483,453612.31
2023-12-12,3485584.17,0.9258,485584.17
2023-12-13,3485278.84,-0.0088,485278.84
2023-12-14,3499782.2,0.4161,499782.2
2023-12-15,3499413.18,-0.0105,499413.18
