date,nav,涨幅%,较本金盈亏
2025-01-02,598050.95,,-1949.05
2025-01-03,587361.1,-1.7874,-12638.9
2025-01-06,586819.3,-0.0922,-13180.7
2025-01-07,593153.16,1.0794,-6846.84
2025-01-08,593287.05,0.0226,-6712.95
2025-01-09,593917.04,0.1062,-6082.96
2025-01-10,587043.0,-1.1574,-12957.0
2025-01-13,588748.9,0.2906,-11251.1
2025-01-14,599572.29,1.8384,-427.71
2025-01-15,599782.69,0.0351,-217.31
2025-01-16,602597.47,0.4693,2597.47
2025-01-17,601961.54,-0.1055,1961.54
2025-01-20,605451.25,0.5797,5451.25
2025-01-21,603271.62,-0.36,3271.62
2025-01-22,600086.92,-0.5279,86.92
2025-01-23,600131.09,0.0074,131.09
2025-01-24,600569.32,0.073,569.32
2025-01-27,601345.88,0.1293,1345.88
2025-02-05,601878.53,0.0886,1878.53
2025-02-06,604978.2,0.515,4978.2
2025-02-07,608144.07,0.5233,8144.07
2025-02-10,613558.85,0.8904,13558.85
2025-02-11,612617.83,-0.1534,12617.83
2025-02-12,613680.6,0.1735,13680.6
2025-02-13,612181.91,-0.2442,12181.91
2025-02-14,610503.38,-0.2742,10503.38
2025-02-17,615778.93,0.8641,15778.93
2025-02-18,609737.79,-0.9811,9737.79
2025-02-19,613229.45,0.5727,13229.45
2025-02-20,615108.99,0.3065,15108.99
2025-02-21,613817.75,-0.2099,13817.75
2025-02-24,616151.49,0.3802,16151.49
2025-02-25,615095.85,-0.1713,15095.85
2025-02-26,619817.9,0.7677,19817.9
2025-02-27,619825.04,0.0012,19825.04
2025-02-28,613759.96,-0.9785,13759.96
2025-03-03,612854.69,-0.1475,12854.69
2025-03-04,615621.67,0.4515,15621.67
2025-03-05,614099.68,-0.2472,14099.68
2025-03-06,617415.29,0.5399,17415.29
2025-03-07,615980.75,-0.2323,15980.75
2025-03-10,619772.69,0.6156,19772.69
2025-03-11,621978.68,0.3559,21978.68
2025-03-12,624098.6,0.3408,24098.6
2025-03-13,623407.92,-0.1107,23407.92
2025-03-14,627695.71,0.6878,27695.71
2025-03-17,629400.71,0.2716,29400.71
2025-03-18,630479.74,0.1714,30479.74
2025-03-19,629781.81,-0.1107,29781.81
2025-03-20,631654.81,0.2974,31654.81
2025-03-21,629089.95,-0.4061,29089.95
2025-03-24,621836.09,-1.1531,21836.09
2025-03-25,621783.17,-0.0085,21783.17
2025-03-26,626040.02,0.6846,26040.02
2025-03-27,623493.03,-0.4068,23493.03
2025-03-28,618075.09,-0.869,18075.09
2025-03-31,613541.15,-0.7336,13541.15
2025-04-01,616535.34,0.488,16535.34
2025-04-02,617018.43,0.0784,17018.43
2025-04-03,618558.11,0.2495,18558.11
2025-04-07,594623.6,-3.8694,-5376.4
2025-04-08,591149.31,-0.5843,-8850.69
2025-04-09,597526.32,1.0787,-2473.68
2025-04-10,605813.15,1.3869,5813.15
2025-04-11,607176.15,0.225,7176.15
2025-04-14,612814.12,0.9286,12814.12
2025-04-15,612795.98,-0.003,12795.98
2025-04-16,610099.18,-0.4401,10099.18
2025-04-17,613825.88,0.6108,13825.88
2025-04-18,613436.68,-0.0634,13436.68
2025-04-21,616227.62,0.455,16227.62
2025-04-22,619297.08,0.4981,19297.08
2025-04-23,617992.57,-0.2106,17992.57
2025-04-24,618279.12,0.0464,18279.12
2025-04-25,618801.89,0.0846,18801.89
2025-04-28,614940.01,-0.6241,14940.01
2025-04-29,617425.91,0.4043,17425.91
2025-04-30,617440.31,0.0023,17440.31
2025-05-06,623125.54,0.9208,23125.54
2025-05-07,626599.12,0.5574,26599.12
2025-05-08,629421.05,0.4504,29421.05
