date,pre_nav,post_nav,月涨幅%,买入额,卖出额,换手率%,费用,分红入账,期末现金,期末持仓,较本金盈亏
2023-01-03,1000000.0,996749.1349204297,,649579.53,0.0,32.4789765,3250.8800000000006,0.0,347169.6120265737,649579.522893856,-3250.865079570329
2023-02-01,1046356.9625793262,1044659.1366974643,4.806625869894465,168039.27,158749.55,15.61555146507784,1698.030000000001,0.0,336182.0654741735,708477.0712232908,44659.13669746427
2023-03-01,1069484.1247379773,1067497.9742218615,2.18624781252561,171624.74,219899.08000000002,18.30433060873732,1986.3100000000002,0.0,382470.2499860913,685027.7242357702,67497.97422186146
2023-04-03,1047599.8628791673,1045497.8270070775,-2.0609076313068075,217982.95,180538.12,19.020672115435662,2102.090000000001,0.0,342940.8472749674,702556.9797321102,45497.82700707752
2023-05-04,1035844.9923882803,1033724.8144688669,-1.1260676238718625,205770.13999999998,203713.94,19.76570254280417,2120.140000000002,0.0,339312.41310675937,694412.4013621076,33724.81446886691
2023-06-01,1041062.7326078232,1039131.3822418154,0.5230180892703551,184705.41,172858.31,17.173015073948342,1931.400000000001,0.0,328959.02509504196,710172.3571467735,39131.382241815445
2023-07-03,1067919.1104725222,1065847.5116978867,2.571005929821313,196679.32,201300.0,18.633401916738155,2071.7200000000003,0.0,336928.94607821613,728918.5656196706,65847.51169788674
2023-08-01,1107286.6514630138,1104887.1929575996,3.662782980796475,217273.45,239490.34,20.625363332814324,2399.5300000000007,0.0,358449.4396269841,746437.7533306156,104887.19295759965
2023-09-01,1076503.8118032038,1074312.3069323536,-2.767240512889113,200313.0,218424.0,19.448932526239375,2191.6600000000017,0.0,374541.76512476103,699770.5418075926,74312.30693235365
2023-10-09,1067899.5099009136,1065687.5266219247,-0.8028187199173531,229792.13,196516.0,19.960123871559578,2212.1700000000014,0.0,339118.1836213758,726569.3430005489,65687.52662192471
2023-11-01,1083507.0823844273,1081475.7246772684,1.481503504633297,185922.19,201798.6,17.891936116686917,2031.6000000000008,0.0,353007.4130904331,728468.3115868353,81475.72467726842
2023-12-01,1122438.7694774182,1119984.4425934632,3.560756569703538,213535.83,267108.35,21.410708230604726,2454.4900000000002,0.0,404252.00411843316,715732.43847503,119984.44259346323
2024-01-02,1125745.5771435942,1123137.586996259,0.2815346609185143,249842.61,256581.0,22.49280922270962,2607.989999999996,0.0,408410.928340881,714726.6586553779,123137.58699625893
2024-02-01,992024.1127676397,989210.6833082901,-11.924354169834661,302359.99,187495.46000000002,24.689694720895265,2813.3699999999976,0.0,290789.1718600879,698421.5114482022,-10789.316691709915
2024-03-01,990241.4923679719,988127.7679469562,-0.10947267145480222,176522.51,182674.34,18.136830902785636,2113.7199999999984,0.0,294827.2736570289,693300.4942899273,-11872.232053043786
2024-04-01,1060131.545806694,1057637.5645003673,7.034494810102565,220271.49000000002,241975.81,21.801412373228583,2494.050000000001,0.0,314052.0054487296,743585.5590516377,57637.56450036727
2024-05-06,1042404.4191747387,1039675.6836101586,-1.698302092616566,252577.87,237484.06999999998,23.50632494382445,2728.8399999999992,0.0,296388.36145443167,743287.322155727,39675.68361015862
2024-06-03,988939.5126123196,986622.6471625591,-5.102844789384586,203949.02,193483.79,20.093888702564165,2316.7699999999986,0.0,285537.5627445647,701085.0844179944,-13377.352837440907
2024-07-01,935936.192579481,933503.0311450218,-5.383985069702657,225224.07,165708.0,20.884547103717303,2432.919999999999,0.0,228665.5995265633,704837.4316184585,-66496.96885497821
2024-08-01,949771.555866561,947112.1177821895,1.4578513602119703,222530.09999999998,230556.03999999998,23.852374668485897,2659.3599999999988,0.0,236398.90632811975,710713.2114540697,-52887.88221781049
2024-09-02,926990.8182262105,924564.6407471407,-2.3806555329317525,206751.0,208449.49,22.3950702550907,2426.039999999999,0.0,235799.65997894556,688764.9807681951,-75435.35925285926
2024-10-08,1123690.4631917982,1119522.652913137,21.08646638362146,395338.69,420820.31999999995,36.31600679789222,4168.040000000004,0.0,257434.14412751238,862088.5087856248,119522.6529131371
2024-11-01,1123903.5809220478,1120257.1618101273,0.06560911430233407,337749.58999999997,368864.29000000004,31.43569839951465,3646.4799999999996,0.0,285107.6423496284,835149.5194604989,120257.16181012732
2024-12-02,1224923.1590397353,1222046.3535578784,9.086234412755601,244221.28999999998,347279.28,24.144394921216946,2876.9100000000003,0.0,385498.27674352005,836548.0768143584,222046.3535578784
2025-01-02,1161887.8745484753,1159167.366713206,-5.145384760701244,271429.21,246591.91,22.29221645855069,2720.5500000000006,0.0,358089.99463203165,801077.3720811744,159167.36671320605
2025-02-05,1173054.4410771332,1170739.6775121216,0.9983295882223242,233286.88,222637.0,19.43319355158646,2314.9699999999984,0.0,345481.90650851896,825257.7710036027,170739.67751212162
2025-03-03,1206195.2385030005,1203838.424469177,2.8271653889267556,235658.0,236801.22,19.584690973675436,2356.939999999999,0.0,344312.72105859854,859525.7034105784,203838.4244691769
2025-04-01,1228543.686350177,1225792.9496616935,1.8237102875493738,265650.08,283385.61,22.344980325083284,2750.860000000001,0.0,359382.3592998515,866410.590361842,225792.94966169354
2025-05-06,1241762.845228783,1238855.2476589843,1.065620258372002,290564.08999999997,302908.36,23.896368468435625,2907.8200000000006,0.0,369238.63480848394,869616.6128505003,238855.24765898427
2025-06-03,1299821.3648285007,1296962.1594908524,4.690371368379842,315008.85,290319.4,23.28505540758931,2859.11,0.0,343444.31191069406,953517.8475801584,296962.1594908524
2025-07-01,1352710.531557186,1349703.8835491526,4.066558432129197,320079.38,330014.0,24.029286563313683,3006.369999999998,0.0,354322.33800616383,995381.5455429888,349703.88354915264
2025-08-01,1401865.1071845184,1399101.7658902088,3.6599051794353965,275698.0,324396.67000000004,21.40343842373036,2762.900000000003,0.0,402177.0113809894,996924.7545092194,399101.7658902088
2025-09-01,1445197.3117614305,1442483.9831905605,3.1007192155710683,301275.85,315125.39,21.325850628960826,2713.08,0.0,413773.8842617505,1028710.09892881,442483.9831905605
2025-10-09,1446781.990909939,1443875.6996769093,0.09648055039546133,326637.75,322422.0,22.431152519108302,2906.2300000000014,0.0,407336.28496112704,1036539.4147157823,443875.69967690925
2025-11-03,1509188.2185287823,1506649.7989773483,4.347611038435351,265686.0,309569.0,19.058424686113103,2538.350000000001,0.0,449001.43793797883,1057648.3610393694,506649.79897734825
2025-12-01,1518638.0386289652,1515735.588295267,0.6030458653421444,320473.4,357480.35,22.321110519925487,2902.3399999999983,0.0,483341.5664500752,1032394.0218451917,515735.58829526696
2026-01-05,1521362.7235189304,1518501.6025672962,0.1824865955110333,351994.0,300801.0,21.45428535576569,2860.9,0.0,429521.8583481984,1088979.7442190978,518501.60256729624
2026-02-02,1572213.7930493837,1569162.321170873,3.3362308289912823,351904.0,365719.82,22.822081296212726,3051.420000000002,0.0,440461.0332544752,1128701.2879163977,569162.321170873
2026-03-02,1614940.4484720489,1611935.3331265443,2.7258500525143337,349181.77,369577.55,22.253431099581512,3005.200000000002,0.0,457954.64061252703,1153980.6925140172,611935.3331265443
2026-04-01,1576113.5206456252,1572642.043607135,-2.437646766089252,434415.0,403239.0,26.573403153627883,3471.2799999999993,0.0,423381.2833548273,1149260.7602523076,572642.0436071351
2026-05-06,1611843.9457561465,1608821.0411855532,2.3005233597491292,356861.0,355246.0,22.089824572500323,3022.9700000000016,0.0,419313.2561531433,1189507.78503241,608821.0411855532
2026-06-01,1556041.8081614778,1552981.4297175673,-3.4708404501495815,374825.01,347956.55,23.225004502096052,3060.329999999998,0.0,392568.98587256734,1160412.443845,552981.4297175673
2026-07-01,1428973.2918726744,1425890.839498911,-8.183651638498313,348504.0,304085.24,22.834200041093126,3082.11,0.0,352321.839071192,1073569.000427719,425890.83949891105
2026-08-03,1466470.428282024,1463395.3688738935,2.630252494515095,338829.9,357426.0,23.739172866092723,3074.809999999999,0.0,371077.4697383936,1092317.8991355,463395.3688738935
2026-09-01,1579831.0344864028,1577228.1467574544,7.778675558551007,300837.0,325186.0,19.81297323366982,2602.8600000000024,0.0,393511.96063465293,1183716.1861228014,577228.1467574544
